mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
SDSSJ161711.42+063833.4,244.2975920833,6.642638888889,1405.0,1775.0,lb5n04030,2000.256,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ101622.60+470643.3,154.09418125,47.11203888889,1405.0,1775.0,lb5n07030,1480.128,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ155504.39+362848.0,238.7683295833,36.48001111111,1150.0,1450.0,lb5n08020,3015.2000000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ101622.60+470643.3,154.09418125,47.11203888889,1150.0,1450.0,lb5n07010,1202.1760000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161711.42+063833.4,244.2975920833,6.642638888889,1150.0,1450.0,lb5n04020,1936.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSS-J093706.85+170021.5,144.2785416667,17.006,1150.0,1450.0,lbs382030,835.1360000000001,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J131545.2+152556,198.93837625,15.43232777778,1150.0,1450.0,lbs331060,983.168,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSS-J103304.86+211216.1,158.2702875,21.20448888889,1150.0,1450.0,lbs381070,1950.208,COS/FUV,GALAXY;QSO,12603,3,*QSO*
QSO-B1139+305,175.5512758333,30.27036111111,1150.0,1450.0,lbs344010,988.192,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J080838.8+051440,122.1618745833,5.244444444444,1150.0,1450.0,lbs330050,973.184,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ132222.68+464535.2,200.5945016667,46.75978055556,1150.0,1450.0,lb5n11020,1556.224,COS/FUV,GALAXY;QSO,11598,3,*QSO*
2MASX-J15442722+2743237,236.1135875,27.72338333333,1150.0,1450.0,lbs301050,980.192,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ132222.68+464535.2,200.5945016667,46.75978055556,1150.0,1450.0,lb5n11010,2346.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123304.05-003134.1,188.2668829167,-0.5261583333333,1150.0,1450.0,lb5n15020,2948.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ111239.11+353928.2,168.1629608333,35.65784444444,1150.0,1450.0,lb5n16020,3015.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ111239.11+353928.2,168.1629608333,35.65784444444,1405.0,1775.0,lb5n16040,3015.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ111239.11+353928.2,168.1629608333,35.65784444444,1150.0,1450.0,lb5n16010,2424.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123304.05-003134.1,188.2668829167,-0.5261583333333,1405.0,1775.0,lb5n15040,2948.096,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ111239.11+353928.2,168.1629608333,35.65784444444,1405.0,1775.0,lb5n16030,3015.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ091029.75+101413.6,137.6239870833,10.23711388889,1150.0,1450.0,lb5n18020,2959.2000000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ091029.75+101413.6,137.6239870833,10.23711388889,1405.0,1775.0,lb5n18040,4333.344,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ141910.20+420746.9,214.79251375,42.12970277778,1150.0,1450.0,lb5n23020,1902.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ141910.20+420746.9,214.79251375,42.12970277778,1405.0,1775.0,lb5n23040,2141.152,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ095000.73+483129.3,147.503085,48.52483055556,1150.0,1450.0,lb5n27020,1224.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161649.42+415416.3,244.2059325,41.90455277778,1405.0,1775.0,lb5n28020,2437.344,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161649.42+415416.3,244.2059325,41.90455277778,1405.0,1775.0,lb5n28030,2167.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ144511.28+342825.4,221.2970066667,34.47373611111,1405.0,1775.0,lb5n40030,4394.368,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ093518.19+020415.5,143.8258125,2.070977777778,1405.0,1775.0,lb5n43030,2012.256,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ144511.28+342825.4,221.2970066667,34.47373611111,1405.0,1775.0,lb5n40020,2977.1200000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143726.14+504555.8,219.35892125,50.76551388889,1150.0,1450.0,lb5n38020,3159.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ133045.15+281321.4,202.6881408333,28.22263888889,1150.0,1450.0,lb5n32020,2971.2000000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123335.07+475800.4,188.3961583333,47.96679722222,1405.0,1775.0,lb5n31040,2104.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123335.07+475800.4,188.3961583333,47.96679722222,1405.0,1775.0,lb5n31030,2113.376,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ113327.78+032719.1,173.3657825,3.455327777778,1150.0,1450.0,lc1c13010,1986.176,COS/FUV,GALAXY;QSO,13033,3,*QSO*
SDSSJ094331.61+053131.49,145.8817291667,5.525413888889,1230.0,2050.0,lc1c15010,2173.2799999999997,COS/FUV,GALAXY;QSO,13033,3,*QSO*
SDSSJ141910.20+420746.9,214.79251375,42.12970277778,1230.0,2050.0,lc1c05010,2444.352,COS/FUV,GALAXY;QSO,13033,3,*QSO*
SDSSJ101622.60+470643.3,154.09418125,47.11203888889,1150.0,1450.0,lb5n07020,1214.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143511.53+360437.2,218.79804625,36.07701388889,1405.0,1775.0,lb5n12030,2212.288,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ141910.20+420746.9,214.79251375,42.12970277778,1405.0,1775.0,lb5n23030,2213.2799999999997,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124154.02+572107.3,190.4750920833,57.35205,1150.0,1450.0,lb5n06020,3225.184,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143511.53+360437.2,218.79804625,36.07701388889,1405.0,1775.0,lb5n12040,2212.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ141910.20+420746.9,214.79251375,42.12970277778,1150.0,1450.0,lb5n23010,1774.1760000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ091029.75+101413.6,137.6239870833,10.23711388889,1405.0,1775.0,lb5n18030,4366.272000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124154.02+572107.3,190.4750920833,57.35205,1405.0,1775.0,lb5n06030,4749.344,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124154.02+572107.3,190.4750920833,57.35205,1150.0,1450.0,lb5n06010,2614.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ004222.29-103743.8,10.59287833333,-10.62883611111,1405.0,1775.0,lb5n05020,1407.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123304.05-003134.1,188.2668829167,-0.5261583333333,1150.0,1450.0,lb5n15010,2357.184,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161711.42+063833.4,244.2975920833,6.642638888889,1150.0,1450.0,lb5n04010,1660.224,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ095000.73+483129.3,147.503085,48.52483055556,1150.0,1450.0,lb5n27010,1221.2160000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ093518.19+020415.5,143.8258125,2.070977777778,1150.0,1450.0,lb5n43010,2153.184,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ093518.19+020415.5,143.8258125,2.070977777778,1150.0,1450.0,lb5n43020,1472.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
PHL1226,28.616625,4.805194444444,1150.0,1450.0,lbre02010,7271.04,COS/FUV,GALAXY;QSO,12536,3,*QSO*
2MASX-J15442722+2743237,236.1135875,27.72338333333,1150.0,1450.0,lbs301070,1370.1760000000002,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ113245.50+431637.9,173.1896058333,43.27722222222,1230.0,2050.0,ldhz24010,2314.304,COS/FUV,GALAXY;QSO,15075,3,*QSO*
SDSSJ153541.18-001621.6,233.9216308333,-0.2726916666667,1230.0,2050.0,ldhz16010,2218.3360000000002,COS/FUV,GALAXY;QSO,15075,3,*QSO*
SDSSJ133045.15+281321.4,202.6881408333,28.22263888889,1405.0,1775.0,lb5n32030,2971.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ091029.75+101413.6,137.6239870833,10.23711388889,1150.0,1450.0,lb5n18010,1954.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ133045.15+281321.4,202.6881408333,28.22263888889,1150.0,1450.0,lb5n32010,2380.224,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161649.42+415416.3,244.2059325,41.90455277778,1150.0,1450.0,lb5n28010,3644.384,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ022614.46+001529.7,36.56027541667,0.2582666666667,1405.0,1775.0,lb5n26040,2122.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ095000.73+483129.3,147.503085,48.52483055556,1405.0,1775.0,lb5n27030,1480.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123335.07+475800.4,188.3961583333,47.96679722222,1150.0,1450.0,lb5n31020,1587.2,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ095000.73+483129.3,147.503085,48.52483055556,1405.0,1775.0,lb5n27040,1447.1680000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
2MASS-J10512569+1247462,162.8572016667,12.79619166667,1150.0,1450.0,lbs307060,5848.384,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ161916.54+334238.4,244.8189354167,33.71066666667,1405.0,1775.0,lb5n30040,4395.36,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ133045.15+281321.4,202.6881408333,28.22263888889,1405.0,1775.0,lb5n32040,2971.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123335.07+475800.4,188.3961583333,47.96679722222,1150.0,1450.0,lb5n31010,2298.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
2MASX-J15442722+2743237,236.1135875,27.72338333333,1150.0,1450.0,lbs301060,981.184,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J091431.8+083742,138.6324020833,8.628525,1150.0,1450.0,lbs303050,2885.376,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ155048.29+400144.9,237.7012395833,40.02914444444,1150.0,1450.0,lb5n35020,1544.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ155048.29+400144.9,237.7012395833,40.02914444444,1150.0,1450.0,lb5n35010,2260.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ094331.61+053131.4,145.8817291667,5.525413888889,1405.0,1775.0,lb5n42040,1964.16,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ094331.61+053131.4,145.8817291667,5.525413888889,1150.0,1450.0,lb5n42010,2101.184,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ094331.61+053131.4,145.8817291667,5.525413888889,1405.0,1775.0,lb5n42030,1981.28,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ122035.10+385316.4,185.146265,38.8879,1405.0,1775.0,lb5n41040,1401.184,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ122035.10+385316.4,185.146265,38.8879,1405.0,1775.0,lb5n41030,1436.128,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ122035.10+385316.4,185.146265,38.8879,1150.0,1450.0,lb5n41010,1186.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ122035.10+385316.4,185.146265,38.8879,1150.0,1450.0,lb5n41020,1178.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ144511.28+342825.4,221.2970066667,34.47373611111,1150.0,1450.0,lb5n40010,6547.552000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143726.14+504555.8,219.35892125,50.76551388889,1405.0,1775.0,lb5n38040,4632.256,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143726.14+504555.8,219.35892125,50.76551388889,1405.0,1775.0,lb5n38030,4667.296,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143726.14+504555.8,219.35892125,50.76551388889,1150.0,1450.0,lb5n38010,2262.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124511.25+335610.1,191.2969208333,33.93614444444,1150.0,1450.0,lb5n36020,1642.1760000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124511.25+335610.1,191.2969208333,33.93614444444,1150.0,1450.0,lb5n36010,2182.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
PHL1226,28.616625,4.805194444444,1150.0,1450.0,lbre01010,7271.04,COS/FUV,GALAXY;QSO,12536,3,*QSO*
J144625.07+035503.6,221.6044679167,3.917675,1405.0,1775.0,lc9f02020,8607.648000000001,COS/FUV,GALAXY;QSO,13473,3,*QSO*
SDSSJ155048.29+400144.9,237.7012395833,40.02914444444,1405.0,1775.0,lb5n35040,2079.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ161916.54+334238.4,244.8189354167,33.71066666667,1405.0,1775.0,lb5n30030,4394.335999999999,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ094331.61+053131.4,145.8817291667,5.525413888889,1150.0,1450.0,lb5n42020,1561.2160000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
J144625.07+035503.6,221.6044679167,3.917675,1150.0,1450.0,lc9f02010,4942.592000000001,COS/FUV,GALAXY;QSO,13473,3,*QSO*
J142614.79+004159.4,216.5616616667,0.69985,1405.0,1775.0,lc9f05020,5674.655999999999,COS/FUV,GALAXY;QSO,13473,3,*QSO*
VV2006-J080838.8+051440,122.1618745833,5.244444444444,1150.0,1450.0,lbs330070,1360.192,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J131545.2+152556,198.93837625,15.43232777778,1150.0,1450.0,lbs331080,1370.208,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSSJ113327.78+032719.1,173.3657883333,3.455325,1150.0,1450.0,lb5n01010,2045.152,COS/FUV,GALAXY;QSO,11598,3,*QSO*
VV2006-J130524.3+035731,196.35107125,3.958583333333,1150.0,1450.0,lbs321070,820.192,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSS-J151237.05+012846.,228.1547916667,1.479444444444,1150.0,1450.0,lbs311020,3900.384,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J112224.1+031802,170.6006133333,3.300722222222,1150.0,1450.0,lbs318060,3898.4,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSS-J103304.86+211216.1,158.2702875,21.20448888889,1150.0,1450.0,lbs381050,2894.3999999999996,COS/FUV,GALAXY;QSO,12603,3,*QSO*
2MASS-J09311671+2628474,142.8196245833,26.47986111111,1150.0,1450.0,lbs347060,5872.32,COS/FUV,GALAXY;QSO,12603,3,*QSO*
SDSS-J093001.90+284858.4,142.5079570833,28.81622222222,1150.0,1450.0,lbs338060,3905.312,COS/FUV,GALAXY;QSO,12603,3,*QSO*
VV2006-J111507.6+023757,168.7818904167,2.63265,1150.0,1450.0,lbs322010,2870.4,COS/FUV,GALAXY;QSO,12603,3,*QSO*
J104923.24+021806.0,162.34683375,2.301683333333,1150.0,1450.0,lc9f04010,4903.712,COS/FUV,GALAXY;QSO,13473,3,*QSO*
J103748.36+040242.1,159.45153,4.04505,1150.0,1450.0,lc9f03010,2107.328,COS/FUV,GALAXY;QSO,13473,3,*QSO*
J141949.39+060654.0,214.9558,6.115011111111,1405.0,1775.0,lc9f01020,8734.592,COS/FUV,GALAXY;QSO,13473,3,*QSO*
SDSSJ133045.15+281321.4,202.6881275,28.22264166667,1230.0,2050.0,lc1c07010,1974.304,COS/FUV,GALAXY;QSO,13033,3,*QSO*
HE0241-3043,40.90691666667,-30.51336111111,1150.0,1450.0,lc1070020,3874.5919999999996,COS/FUV,GALAXY;QSO,12988,3,*QSO*
Q0246-308,42.09166666667,-30.63522222222,1150.0,1450.0,lc1065010,7362.528,COS/FUV,GALAXY;QSO,12988,3,*QSO*
SDSSJ134251.60-005345.3,205.7150316667,-0.8959166666667,1150.0,1450.0,lc1c12010,2309.344,COS/FUV,GALAXY;QSO,13033,3,*QSO*
QSO-B2356-309,359.78305,-30.62803055556,1150.0,1450.0,lc0f01030,2711.2000000000003,COS/FUV,GALAXY;BL LAC;FILAMENT;QSO,12864,3,*QSO*
PG0043+039,11.44678791667,4.173155555556,1230.0,2050.0,lbz301010,1552.032,COS/FUV,GALAXY;QSO,12952,3,*QSO*
3C066A,35.66505,43.0355,1150.0,1450.0,lbxc04050,2760.192,COS/FUV,GALAXY;BL LAC;ELLIPTICAL;JET;QSO;RADIO GALAXY,12612,3,*QSO*
SDSSJ123235.82+060310.0,188.14925,6.052769444444,1150.0,1450.0,lcbt01010,2314.368,COS/FUV,GALAXY;QSO,13383,3,*QSO*
SDSSJ100902.06+071343.8,152.2586204167,7.228852777778,1405.0,1775.0,lb5n13030,2007.296,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ080359.23+433258.4,120.9968,43.54956111111,1150.0,1450.0,lb5n09020,3055.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ004222.29-103743.8,10.59287833333,-10.62883611111,1150.0,1450.0,lb5n05010,2448.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ080359.23+433258.4,120.9968,43.54956111111,1150.0,1450.0,lb5n09010,2152.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ115758.72-002220.8,179.4947004167,-0.3724611111111,1405.0,1775.0,lb5n03030,2192.288,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143511.53+360437.2,218.79804625,36.07701388889,1150.0,1450.0,lb5n12010,1788.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ080359.23+433258.4,120.9968,43.54956111111,1405.0,1775.0,lb5n09030,3055.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ132222.68+464535.2,200.5945016667,46.75978055556,1405.0,1775.0,lb5n11040,2115.1679999999997,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ113327.78+032719.1,173.3657883333,3.455325,1405.0,1775.0,lb5n01030,2948.032,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ080359.23+433258.4,120.9968,43.54956111111,1405.0,1775.0,lb5n09040,3055.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSS154714.35+175153.1,236.8097916667,17.86476944444,1150.0,1450.0,lf1408010,6654.656,COS/FUV,GALAXY;QSO,17115,3,*QSO*
SDSSJ101709.21+034505.2,154.288375,3.751444444444,1150.0,1450.0,lf1407010,4508.32,COS/FUV,GALAXY;QSO,17115,3,*QSO*
SDSS-J100535.24+013445.7,151.3969041667,1.579333333333,1700.0,3200.0,lbj004020,0.0,COS/NUV,GALAXY;QSO,12264,3,*QSO*
HE0238-1904,40.13541666667,-18.86416666667,1700.0,3200.0,lb6804vcq,3612.0,COS/NUV,GALAXY;QSO,11541,1,*QSO*
SDSSJ100902.06+071343.8,152.2586204167,7.228852777778,1405.0,1775.0,lb5n13040,2002.176,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ143511.53+360437.2,218.79804625,36.07701388889,1150.0,1450.0,lb5n12020,1678.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ115758.72-002220.8,179.4947004167,-0.3724611111111,1150.0,1450.0,lb5n03020,1827.2,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ082024.21+233450.4,125.1009179167,23.58069166667,1405.0,1775.0,lb5n17040,2963.1360000000004,COS/FUV,GALAXY;QSO,11598,3,*QSO*
HE0238-1904,40.13541666667,-18.86416666667,1700.0,3200.0,lb6804veq,6.0,COS/NUV,GALAXY;QSO,11541,1,*QSO*
HE0238-1904,40.13541666667,-18.86416666667,1700.0,3200.0,lb6804vdq,98.0,COS/NUV,GALAXY;QSO,11541,1,*QSO*
SDSS-J221806.67+005223.6,334.5278666667,0.8732583333333,1700.0,3200.0,lbj009020,2985.0,COS/NUV,GALAXY;QSO,12264,3,*QSO*
SDSS-J100535.24+013445.7,151.3969041667,1.579333333333,1700.0,3200.0,lbj004030,5970.0,COS/NUV,GALAXY;QSO,12264,3,*QSO*
PKS0405-123,61.95179,-12.19343055556,1700.0,3200.0,lb6813020,2756.0,COS/NUV,GALAXY;LYMAN ALPHA CLOUD;QSO,11541,3,*QSO*
SDSSJ040148.98-054056.5,60.45409458333,-5.682383333333,1405.0,1775.0,lb5n22030,2956.16,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ123304.05-003134.1,188.2668829167,-0.5261583333333,1405.0,1775.0,lb5n15030,2948.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ082024.21+233450.4,125.1009179167,23.58069166667,1150.0,1450.0,lb5n17010,2072.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ092837.98+602521.0,142.158265,60.42250555556,1405.0,1775.0,lb5n25040,1505.1840000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ092837.98+602521.0,142.158265,60.42250555556,1150.0,1450.0,lb5n25010,1163.1360000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ022614.46+001529.7,36.56027541667,0.2582666666667,1150.0,1450.0,lb5n26020,1769.0,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ102218.99+013218.8,155.5791379167,1.538561111111,1150.0,1450.0,lb5n29010,1150.1760000000002,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124511.25+335610.1,191.2969208333,33.93614444444,1405.0,1775.0,lb5n36030,3360.2880000000005,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ155048.29+400144.9,237.7012395833,40.02914444444,1405.0,1775.0,lb5n35030,2081.344,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ124511.25+335610.1,191.2969208333,33.93614444444,1405.0,1775.0,lb5n36040,3569.12,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSS-J100535.24+013445.7,151.3969041667,1.579333333333,1700.0,3200.0,lbj004010,2985.0,COS/NUV,GALAXY;QSO,12264,3,*QSO*
SDSS-J221806.67+005223.6,334.5278666667,0.8732583333333,1700.0,3200.0,lbj010020,8955.0,COS/NUV,GALAXY;QSO,12264,3,*QSO*
J121615.8716+165300.10,184.0661316667,16.88336111111,1700.0,3200.0,ldi302020,1652.0,COS/NUV,GALAXY;QSO,15180,3,*QSO*
J121615.8716+165300.10,184.0661316667,16.88336111111,1700.0,3200.0,ldi302010,3717.0,COS/NUV,GALAXY;QSO,15180,3,*QSO*
SDSSJ151428.64+361957.9,228.6193658333,36.33277222222,1150.0,1450.0,lb5na4020,3015.2000000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ022614.46+001529.7,36.56027541667,0.2582666666667,1150.0,1450.0,lb5n26010,1600.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ134251.60-005345.3,205.71503,-0.8959194444444,1150.0,1450.0,lb5n39020,1147.2,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ022614.46+001529.7,36.56027541667,0.2582666666667,1405.0,1775.0,lb5n26030,2239.328,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ092837.98+602521.0,142.158265,60.42250555556,1150.0,1450.0,lb5n25020,1148.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ040148.98-054056.5,60.45409458333,-5.682383333333,1405.0,1775.0,lb5n22040,2956.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ082024.21+233450.4,125.1009179167,23.58069166667,1405.0,1775.0,lb5n17030,2963.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ100902.06+071343.8,152.2586204167,7.228852777778,1150.0,1450.0,lb5n13020,1497.2160000000001,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ092837.98+602521.0,142.158265,60.42250555556,1405.0,1775.0,lb5n25030,1547.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ082024.21+233450.4,125.1009179167,23.58069166667,1150.0,1450.0,lb5n17020,2963.2000000000003,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ132222.68+464535.2,200.5945016667,46.75978055556,1405.0,1775.0,lb5n11030,2133.344,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ040148.98-054056.5,60.45409458333,-5.682383333333,1150.0,1450.0,lb5n22020,2956.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ134251.60-005345.3,205.71503,-0.8959194444444,1150.0,1450.0,lb5n39010,1150.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ234500.43-005936.0,356.2518025,-0.99335,1405.0,1775.0,lb5n10040,2948.16,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ234500.43-005936.0,356.2518025,-0.99335,1405.0,1775.0,lb5n10030,2948.096,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ234500.43-005936.0,356.2518025,-0.99335,1150.0,1450.0,lb5n10020,2948.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ234500.43-005936.0,356.2518025,-0.99335,1150.0,1450.0,lb5n10010,2177.152,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ155504.39+362848.0,238.7683295833,36.48001111111,1405.0,1775.0,lb5n08030,3015.1360000000004,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ155504.39+362848.0,238.7683295833,36.48001111111,1405.0,1775.0,lb5n08040,3015.136,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ115758.72-002220.8,179.4947004167,-0.3724611111111,1405.0,1775.0,lb5n03040,2060.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ115758.72-002220.8,179.4947004167,-0.3724611111111,1150.0,1450.0,lb5n03010,1590.208,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ100902.06+071343.8,152.2586204167,7.228852777778,1150.0,1450.0,lb5n13010,2191.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ113327.78+032719.1,173.3657883333,3.455325,1405.0,1775.0,lb5n01040,2948.1279999999997,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ113327.78+032719.1,173.3657883333,3.455325,1150.0,1450.0,lb5n01020,2948.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ151428.64+361957.9,228.6193658333,36.33277222222,1150.0,1450.0,lb5na4010,2208.192,COS/FUV,GALAXY;QSO,11598,3,*QSO*
SDSSJ151428.64+361957.9,228.6193658333,36.33277222222,1405.0,1775.0,lb5na4030,3015.168,COS/FUV,GALAXY;QSO,11598,3,*QSO*
