mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
2MASS J07505172+2454095,117.7154998734,24.90259851382,1568.0,3184.0,hst_hsla_2massj07505172p2454095--6563,3466.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,17511,3,*Active galaxy*
SDSS J141706.67+514340.2,214.27783696683,51.72778899675,1568.0,3184.0,hst_hsla_sdssj141706d67p514340d2--6230,4186.399125,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,16171,3,*Active galaxy*
SDSS J224548.24+331250.6,341.451004,33.21406999999999,5235.999999999999,10266.000000000002,hst_hsla_sdssj224548d24p331250d6--6557,4234.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,17423,3,*Active galaxy*
NGC 4314,185.63331812519,29.89557705725,2900.0,6867.0,hst_hsla_ngc4314--3904,1740.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,7361,3,*Active galaxy*
M 84,186.2655972083333,12.886983138888889,2900.0,5700.0,hst_hsla_m84--3895,1420.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7566,3,*Active galaxy*
NGC 1700,74.23465036378,-4.86577630923,2900.0,8847.0,hst_hsla_ngc1700--3890,3153.0,STIS,UAT=Emission line galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Emission line galaxy,MULTI,3,*Active galaxy*
3C 135,78.5348684213,0.9423663556500002,5235.999999999999,10266.000000000002,hst_hsla_3c135--3857,2020.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7568,3,*Active galaxy*
HE 1029-1401,157.97632241064,-14.280938361769998,1194.0,1300.0,hst_hsla_he1029-1401--3916,7535.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7345,3,*Active galaxy*
US 796,144.7375732252,41.47256021457,2898.0,3054.0000000000005,hst_hsla_us796--4058,8155.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7475,3,*Active galaxy*
Ton 1480,183.78846235412,33.16534427917,1140.0,1730.0,hst_hsla_ton1480--4115,8069.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7291,3,*Active galaxy*
UVQS J045147.35+304713.0,72.947372118215,30.787018827985,5235.999999999999,10266.000000000002,hst_hsla_uvqsj045147d35p304713d0--4045,1800.0,STIS,UAT=Active galactic nuclei; TIER1=Galaxy; TIER2=Active galaxy; TIER3=AGN,7310,3,*Active galaxy*
SDSS J023437.62-084714.2,38.657166666670015,-8.787694444444,1194.0,1300.0,hst_hsla_sdssj023437d62-084714d2--3917,7556.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7345,3,*Active galaxy*
QSO J2159-2417,329.85391668985,-24.29779998121,1568.0,3184.0,hst_hsla_qsoj2159-2417--4133,3358.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J1940-6907,295.10636729783334,-69.13249214874999,1140.0,1730.0,hst_hsla_qsoj1940-6907--3996,49518.23375,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7272,3,*Active galaxy*
QSO J1348+2818,207.04903952925,28.30051167854,1140.0,1730.0,hst_hsla_qsoj1348p2818--4175,2342.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J1314-3105,198.73666666666665,-31.098638888888885,1140.0,1730.0,hst_hsla_qsoj1314-3105--4179,2360.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J2233-606,338.40658862764,-60.55809722026001,1140.0,5700.0,hst_hsla_qsoj2233-606--3913,150852.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,MULTI,3,*Active galaxy*
QSO J1210-2758,182.68242399506,-27.983049235829995,1568.0,3184.0,hst_hsla_qsoj1210-2758--4125,5071.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J0311-6039,47.77875,-60.650944444444434,1140.0,1730.0,hst_hsla_qsoj0311-6039--4180,2520.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J0304-2211,46.20777179637,-22.19774503543,1568.0,3184.0,hst_hsla_qsoj0304-2211--4056,21789.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,MULTI,3,*Active galaxy*
QSO B1320+4755B,200.71126740942,47.66032099302,1568.0,3184.0,hst_hsla_qsob1320p4755b--4162,8327.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
QSO B1331+170,203.39909481003,16.81778152798,2303.0,3111.0,hst_hsla_qsob1331p170--4083,60189.0,STIS,UAT=Blazars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Blazar,MULTI,3,*Active galaxy*
QSO B1634+7037,248.62079882682,70.5256648436,1806.0,3111.0,hst_hsla_qsob1634p7037--3974,72025.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,MULTI,3,*Active galaxy*
QSO B2348-147,357.87423074694993,-14.465789116539998,1140.0,1730.0,hst_hsla_qsob2348-147--4176,2318.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,8287,3,*Active galaxy*
QSO B0454+0356,74.19656162824,4.01470725069,2293.0,2383.0,hst_hsla_qsob0454p0356--4057,8931.600006,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7475,3,*Active galaxy*
QSO B0450-221,73.1865850358,-22.02219299066,1568.0,3184.0,hst_hsla_qsob0450-221--4142,2202.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0327-241,52.47531480775,-23.95243706463889,1568.0,3184.0,hst_hsla_qsob0327-241--4139,4798.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0123-226,21.562507104009995,-22.376000377920004,1568.0,3184.0,hst_hsla_qsob0123-226--4137,4738.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0413-210,64.01816557225,-20.940977090611103,1568.0,3184.0,hst_hsla_qsob0413-210--4140,5053.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B1103-006,166.6323929477,-0.8812167917400002,1140.0,1730.0,hst_hsla_qsob1103-006--3944,1820.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7295,3,*Active galaxy*
QSO B0037-3544,9.927595589690002,-35.4669017317,1568.0,3184.0,hst_hsla_qsob0037-3544--4160,2198.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
QSO B0106-233,17.26246702395,-23.12502218668,1568.0,3184.0,hst_hsla_qsob0106-233--4136,4738.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0235+1624,39.66226403402778,16.616423569703706,1568.0,10266.000000000002,hst_hsla_qsob0235p1624--3936,17867.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,7294,3,*Active galaxy*
QSO B0035-3520,9.57299759548,-35.06815909814001,1568.0,3184.0,hst_hsla_qsob0035-3520--4158,2150.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
NGC 5252,204.56612821847,4.542644796,2900.0,6867.0,hst_hsla_ngc5252--4076,2101.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8055,3,*Active galaxy*
NGC 4698,192.09545117941,8.48740765341,2900.0,6867.0,hst_hsla_ngc4698--3911,4342.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7361,3,*Active galaxy*
NGC 4380,186.34240833333328,10.016705555555555,2900.0,6867.0,hst_hsla_ngc4380--3906,4370.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,7361,3,*Active galaxy*
NGC 4143,182.40028298935,42.53417554538,2900.0,6867.0,hst_hsla_ngc4143--3902,1800.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,7361,3,*Active galaxy*
NGC 4203,183.77107275074167,33.19737277293333,2900.0,6867.0,hst_hsla_ngc4203--3903,2660.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,MULTI,3,*Active galaxy*
NGC 4138,182.37417142377,43.68524003889,2900.0,6867.0,hst_hsla_ngc4138--3901,1800.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7361,3,*Active galaxy*
NGC 3507,165.8556748889,18.13544648437,1568.0,10266.000000000002,hst_hsla_ngc3507--4064,4194.0,STIS,UAT=Active galactic nuclei; TIER1=Galaxy; TIER2=Active galaxy; TIER3=AGN,7357,3,*Active galaxy*
NGC 3862,176.2708710209583,19.606316941916667,2900.0,10266.000000000002,hst_hsla_ngc3862--3856,1970.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7568,3,*Active galaxy*
NGC 2841,140.51115779654,50.97659363413,8275.0,8847.0,hst_hsla_ngc2841--4097,2070.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,8022,3,*Active galaxy*
NGC 2787,139.82751941944,69.20323075448,2900.0,6867.0,hst_hsla_ngc2787--3898,4876.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,7361,3,*Active galaxy*
Mrk 926,346.1811567076999,-8.68573041024,1194.0,1300.0,hst_hsla_mrk926--3918,7535.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7345,3,*Active galaxy*
M 91,188.86018615055,14.49632231493,2900.0,6867.0,hst_hsla_m91--3909,1704.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,7361,3,*Active galaxy*
Mrk 1383,217.27738334943,1.28504305757,1140.0,1735.0,hst_hsla_mrk1383--3914,19158.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,9778,3,*Active galaxy*
M 89,188.9158712964306,12.556363969046297,8275.0,8847.0,hst_hsla_m89--4096,1950.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8022,3,*Active galaxy*
M 88,187.99646877602,14.420319158839998,6295.0,6867.0,hst_hsla_m88--3908,900.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7361,3,*Active galaxy*
M 81,148.88779969927,69.06552257019,1140.0,10266.000000000002,hst_hsla_m81--3959,23594.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
LBQS 2116-4439,320.04865080408,-44.44820793203001,1568.0,3184.0,hst_hsla_lbqs2116-4439--4073,8279.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LBQS 2208-1720,332.81447048754,-17.09026864394,1568.0,3184.0,hst_hsla_lbqs2208-1720--4074,7904.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LEDA 88588,107.17286942279,-49.55175247825,1140.0,3184.0,hst_hsla_leda88588--4078,7572.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,7360,3,*Active galaxy*
LBQS 2206-1958A,332.217030862275,-19.733100385687223,2772.9999999999995,2863.0,hst_hsla_lbqs2206-1958a--4028,50068.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7334,3,*Active galaxy*
LBQS 2111-4335,318.7787983333333,-43.38633083333333,1568.0,3184.0,hst_hsla_lbqs2111-4335--4072,5315.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LEDA 20174,106.80457788404,64.59971542078,1194.0,2914.0,hst_hsla_leda20174--3919,10962.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
LBQS 1239+0028,190.51104086002,0.20808667138,1568.0,3184.0,hst_hsla_lbqs1239p0028--4070,5009.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LBQS 1235+1807,189.58413779661,17.84420934475,1568.0,3184.0,hst_hsla_lbqs1235p1807--4069,5798.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LBQS 1212+1445,183.66780798045,14.48313579985,1568.0,3184.0,hst_hsla_lbqs1212p1445--4068,10811.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
LBQS 0019-0145B,5.520383310789999,-1.4799648157699998,1568.0,3184.0,hst_hsla_lbqs0019-0145b--4156,2100.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
IRAS 11058-1131,167.08452765994,-11.80331277667,2900.0,6867.0,hst_hsla_iras11058-1131--4075,2101.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8055,3,*Active galaxy*
ICRF J225805.9-275821,344.52484532029166,-27.97257132144444,1568.0,3184.0,hst_hsla_icrfj225805d9-275821--4134,2223.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8225,3,*Active galaxy*
[K98d] 912,185.728752999466,15.822273792108888,2900.0,8847.0,hst_hsla_bk98db912--3905,7402.0,STIS,UAT=Active galactic nuclei; TIER1=Galaxy; TIER2=Active galaxy; TIER3=AGN,MULTI,3,*Active galaxy*
3C 288.1,205.55524174994,60.36188061306999,1140.0,3184.0,hst_hsla_3c288d1--4027,11671.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7356,3,*Active galaxy*
8C 0958+561,150.3360247820267,55.89883249295444,1568.0,10266.000000000002,hst_hsla_8c0958p561--4059,25727.600098000003,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,MULTI,3,*Active galaxy*
2MASX J17021115+6058480,255.54641110234,60.98001425559,1568.0,5700.0,hst_hsla_2masxj17021115p6058480--4099,2399.7999,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8024,3,*Active galaxy*
3C 286,202.78453479432,30.50915558099,2050.0,2914.0,hst_hsla_3c286--4060,10107.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
3C 346.0,250.9525105,17.263671055555555,5235.999999999999,10266.000000000002,hst_hsla_3c346d0--3858,1870.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,7568,3,*Active galaxy*
CSO 673,219.19830035343,49.88240581735,1568.0,3184.0,hst_hsla_cso673--4071,8375.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7359,3,*Active galaxy*
[VV96] J201322.9-465707,303.34593404914,-46.952027741470005,2900.0,5700.0,hst_hsla_bvv96bj201322d9-465707--4021,1795.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7767,3,*Active galaxy*
[VV98] J064056.0-503146,100.23343955536,-50.52965533069,1140.0,1735.0,hst_hsla_bvv98bj064056d0-503146--4084,13913.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7762,3,*Active galaxy*
[VV96] J132239.4+473929,200.66372785058,47.65793097275,1568.0,3184.0,hst_hsla_bvv96bj132239d4p473929--4161,2263.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
[HB89] 0107-025 NED05 ABS01,17.56784,-2.31417,1568.0,3184.0,hst_hsla_bhb89b0107-025ned05abs01--3941,16875.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,7752,3,*Active galaxy*
QSO J2316-2849,349.0675,-28.816722222222225,1140.0,1730.0,hst_hsla_qsoj2316-2849--4177,2342.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J1220-2113,185.09166715579,-21.22096312737,1568.0,3184.0,hst_hsla_qsoj1220-2113--4126,4738.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J2218-6150,334.71250000000003,-61.84522222222222,1140.0,1730.0,hst_hsla_qsoj2218-6150--4181,2520.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J1226-2630,186.66717991603,-26.50053869366,1568.0,3184.0,hst_hsla_qsoj1226-2630--4128,4772.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J1203+1522,180.88037696748,15.381862676390002,1140.0,1730.0,hst_hsla_qsoj1203p1522--4174,2316.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J2139-2454,324.80512055512503,-24.90418508225,1568.0,3184.0,hst_hsla_qsoj2139-2454--4132,5057.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B1011+4315,153.69662153674,43.008379865090006,1140.0,1730.0,hst_hsla_qsob1011p4315--4173,2441.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J0109-2102,17.3551037893,-21.0485566564,1140.0,1730.0,hst_hsla_qsoj0109-2102--4183,2289.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO B1359-281,210.510006944375,-28.373651176916667,1568.0,3184.0,hst_hsla_qsob1359-281--4131,5071.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B1349-265,208.04292275676,-26.824518676070003,1568.0,3184.0,hst_hsla_qsob1349-265--4129,5079.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J0032-2144,8.186154440695,-21.739518386795005,1568.0,3184.0,hst_hsla_qsoj0032-2144--4135,5037.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0037-3545,9.90556112674,-35.48808821447,1568.0,3184.0,hst_hsla_qsob0037-3545--4159,2138.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
QSO B2314-340,349.18038856805504,-33.82011044530167,1140.0,1730.0,hst_hsla_qsob2314-340--4178,2364.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J1143+3452,175.78700385052,34.87284254339,1140.0,1730.0,hst_hsla_qsoj1143p3452--4184,5269.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO B1244+3143,191.81016835898,31.444730934119995,1140.0,1730.0,hst_hsla_qsob1244p3143--4185,2364.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO B0035-3518,9.52322634229,-35.02793949189,1568.0,3184.0,hst_hsla_qsob0035-3518--4157,2198.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
QSO B0437-244,69.78872521447,-24.36898157502,1568.0,3184.0,hst_hsla_qsob0437-244--4141,2206.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO B0502+675,76.98401319193,67.62339591647,2900.0,10266.000000000002,hst_hsla_qsob0502p675--4165,5304.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,8135,3,*Active galaxy*
NGC 5728,220.59954937774,-17.25312243994,8275.0,8847.0,hst_hsla_ngc5728--4227,11175.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8123,3,*Active galaxy*
NGC 6503,267.36016774889885,70.14438927149779,2900.0,6867.0,hst_hsla_ngc6503--4476,5884.0,STIS,UAT=LINER galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=LINER,8607,3,*Active galaxy*
NGC 4527,188.53539999999995,2.65381,2900.0,7054.0,hst_hsla_ngc4527--4374,5630.0,STIS,UAT=Active galactic nuclei; TIER1=Galaxy; TIER2=Active galaxy; TIER3=AGN,MULTI,3,*Active galaxy*
NGC 3706,172.43512882957,-36.39131818498,8275.0,8847.0,hst_hsla_ngc3706--4500,3846.0,STIS,UAT=Emission line galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Emission line galaxy,8687,3,*Active galaxy*
LBQS 0019-0145A,5.46533790716,-1.47613359243,1568.0,3184.0,hst_hsla_lbqs0019-0145a--4155,2100.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8126,3,*Active galaxy*
ICRF J013738.3-243053,24.4097761712,-24.51496773125,1568.0,3184.0,hst_hsla_icrfj013738d3-243053--4138,5037.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8225,3,*Active galaxy*
LBQS 0101-3025,15.979887466139996,-30.16308897447,1140.0,1730.0,hst_hsla_lbqs0101-3025--4182,2348.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
ICRF J184208.9+794617,280.53739061993167,79.77133442154222,2900.0,10266.000000000002,hst_hsla_icrfj184208d9p794617--4425,1440.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8700,3,*Active galaxy*
ICRF J120533.2-263404,181.38838452783327,-26.56790651808333,1568.0,3184.0,hst_hsla_icrfj120533d2-263404--4124,4772.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8225,3,*Active galaxy*
ICRF J183503.3+324146,278.76412340524,32.69634887906,2758.0,10266.000000000002,hst_hsla_icrfj183503d3p324146--4424,7193.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
HE 0515-4414,79.28173722976167,-44.18209440712667,1684.0,3111.0,hst_hsla_he0515-4414--4171,33180.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,MULTI,3,*Active galaxy*
3C351,256.1732083333,60.74125000000001,1140.0,1735.0,hst_hsla_3c351--4098,63583.0,STIS,UAT=Quasar; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8015,3,*Active galaxy*
QSO J1358-2352,209.63638838531,-23.87256689728,1568.0,3184.0,hst_hsla_qsoj1358-2352--4130,2198.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8225,3,*Active galaxy*
QSO J2252-5021,343.18350605129,-50.36064880869,1140.0,1730.0,hst_hsla_qsoj2252-5021--4172,2530.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8287,3,*Active galaxy*
QSO J0354-3809,58.70798915783166,-38.16525204110111,1684.0,3066.0,hst_hsla_qsoj0354-3809--4168,2273.0,STIS,UAT=Quasars; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Quasar,8283,3,*Active galaxy*
QSO B1440+122,220.70143146003164,12.011478971905,2900.0,10266.000000000002,hst_hsla_qsob1440p122--4166,4807.0,STIS,UAT=BL Lacertae objects; TIER1=Galaxy; TIER2=Active galaxy; TIER3=BL Lac,8135,3,*Active galaxy*
NGC 4507,188.90264124037,-39.90936400452,2900.0,6867.0,hst_hsla_ngc4507--4260,3768.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
NAME Cyg A,299.8680842049376,40.73389079618055,2900.0,5700.0,hst_hsla_namecyga--4276,12517.8,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8106,3,*Active galaxy*
Mrk 1506,68.29623197304,5.354338739319999,2900.0,10266.000000000002,hst_hsla_mrk1506--4422,2880.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8700,3,*Active galaxy*
NGC 4253,184.61048482205,29.81292542652,1140.0,5235.999999999999,hst_hsla_ngc4253--4403,7371.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
LEDA 2827122,186.25551857679,-29.63877479429,1568.0,3184.0,hst_hsla_leda2827122--4127,5079.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,8225,3,*Active galaxy*
WISE J121857.50+471814.5,184.7397638888889,47.30392499999999,6482.0,8847.0,hst_hsla_wisej121857d50p471814d5--4371,4752.0,STIS,UAT=Seyfert galaxies; TIER1=Galaxy; TIER2=Active galaxy; TIER3=Seyfert galaxy,MULTI,3,*Active galaxy*
