mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
J0246-0825AB,41.64240163563,-8.426940334783,1150.0,1730.0,oex011050,0.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J0246-0825AB,41.6423324767,-8.426892751105,1150.0,1730.0,oex011040,0.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J0246-0825AB,41.642125,-8.42675,1150.0,1730.0,oex012050,0.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J0246-0825AB,41.64219415888,-8.426797583714,1150.0,1730.0,oex012060,0.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
PG1211+143,183.5736653446,14.05365351494,1150.0,1730.0,of9m14040,0.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
PG1211+143,183.573705589,14.05366807529,1150.0,1730.0,of9m14050,0.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
PG1211+143,183.5736251002,14.05363895458,1150.0,1730.0,of9m14030,0.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
PG1351+640,208.3157916667,63.76252777778,1140.0,1740.0,o4ec54020,6250.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
J0113+0106-JET,18.4213325,1.102366666667,1150.0,1730.0,oen902020,2620.169625,STIS/FUV-MAMA,GALAXY;QUASAR;RADIO GALAXY;WIND,16728,3,*Quasar*
J1206+4322B-OFFSET,181.6235000463,43.53905555556,1150.0,1730.0,oex020010,989.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J1206+4322B-OFFSET,181.6237095628,43.53912418803,1150.0,1730.0,oex020030,1187.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J0246-0825AB,41.6423324767,-8.426892751105,1150.0,1730.0,oex019040,1178.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
ASASSN18JD,340.9287008464,-16.9856026285,1150.0,1730.0,odlw03050,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d902030,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
HE1029-140,157.9761583333,-14.28122222222,1140.0,1740.0,o4ec05030,489.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
MRK926,346.1810416667,-8.685675,1140.0,1740.0,o4ec12020,1563.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
PKS0405-123,61.95175,-12.19333333333,1123.0,1710.0,o55s01010,2008.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;IGM,7576,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57902010,2385.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57903040,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PG1440+356,220.5311314234,35.43970551632,1150.0,1730.0,of9m11020,693.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
J0158-4325AB,29.67284210876,-43.41755718054,1150.0,1730.0,oex002030,1286.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J1355-2257AB,208.9306538322,-22.9564863997,1150.0,1730.0,oex008050,1246.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
MRK-142,156.3803956985,51.67635330611,1150.0,1730.0,of9m12020,1004.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
21145258+0607423,318.7191191667,6.128436111111,1150.0,1730.0,ocs002020,1095.0,STIS/FUV-MAMA,GALAXY;QUASAR,13948,3,*Quasar*
PG1211+143,183.5735833333,14.05333888889,1123.0,1710.0,o61y08010,2418.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD,8571,3,*Quasar*
B21425+26,216.898375,26.53716666667,1140.0,1740.0,o8s704010,2288.0,STIS/FUV-MAMA,GALAXY;QUASAR,9871,3,*Quasar*
PKS2251+11,343.5434583333,11.61072222222,1140.0,1740.0,o8s706020,2830.0,STIS/FUV-MAMA,GALAXY;QUASAR,9871,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e130040,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
ASASSN-14KO,81.3254875,-46.00561944444,1150.0,1730.0,oej802010,1260.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16498,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57902040,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
MCG10.16.111,169.7404583333,58.05663888889,1140.0,1740.0,o5ew02010,3900.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD;HALO,8316,3,*Quasar*
NEWTDE,259.9827041667,41.68036666667,1150.0,1730.0,od8207080,1044.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
ASASSN-14KO,81.32522055249,-46.00572370753,1150.0,1730.0,oej802030,1524.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16498,3,*Quasar*
J1355-2257AB,208.9305672902,-22.95651077728,1150.0,1730.0,oex009060,1246.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
B0312-770,47.98075,-76.86411111111,1123.0,1710.0,o65t01010,12629.0,STIS/FUV-MAMA,GALAXY;QUASAR,8651,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d904040,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
J0246-0825AB,41.64247079458,-8.426987918448,1150.0,1730.0,oex019060,1168.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d903020,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
ASASSN18JD,340.9287548592,-16.98566178761,1150.0,1730.0,odlw06090,1042.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
PG1211+143,183.5735833333,14.05333888889,1123.0,1710.0,o61y04010,2418.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD,8571,3,*Quasar*
NEWTDE,259.9827041667,41.68036666667,1150.0,1730.0,od82070d0,576.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
NEWTDE,259.9825751207,41.68017703126,1150.0,1730.0,od8204060,1212.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
ASASSN18JD,340.92865,-16.98569722222,1150.0,1730.0,odlw03040,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
ASASSN18JD,340.9288395052,-16.98580859255,1150.0,1730.0,odlw070a0,942.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
PKS1739+18,265.529,18.455875,1150.0,1730.0,o65303020,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,8684,3,*Quasar*
IIZW136,323.1158875,10.13873805556,1140.0,1740.0,o4ec10060,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
NEWTDE,259.9826705212,41.68026331662,1150.0,1730.0,od8206090,942.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
ASASSN-14KO,81.325577367,-46.00570556279,1150.0,1730.0,oei803020,240.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
ASASSN-14KO,81.32539493103,-46.00570417078,1150.0,1730.0,oei801050,1000.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57901030,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
J1206+4322B-OFFSET,181.6238143212,43.53915850411,1150.0,1730.0,oex020040,1188.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
TON-S180,14.333375,-22.38229444444,1140.0,1740.0,o4ec02040,2906.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
RXSJ01004-5113,15.11295833333,-51.23172222222,1140.0,1740.0,o8p802060,600.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,9858,3,*Quasar*
PG1211+143,183.5735833333,14.05333888889,1123.0,1710.0,o61y03020,5798.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD,8571,3,*Quasar*
IIZW136,323.1158875,10.13873805556,1140.0,1740.0,o4ec10030,1000.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
VIIZW118,106.8045833333,64.59953333333,1140.0,1740.0,o4ec13010,9462.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
ASASSN18JD,340.9287625106,-16.98528561,1150.0,1730.0,odlw050a0,1038.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
ASASSN18JD,340.9287516927,-16.98550803478,1150.0,1730.0,odlw03060,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
B21425+26,216.898375,26.53716666667,1140.0,1740.0,o8s703030,2831.0,STIS/FUV-MAMA,GALAXY;QUASAR,9871,3,*Quasar*
ASASSN18JD,340.92865,-16.98569722222,1150.0,1730.0,odlw02040,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
TON-S180,14.333375,-22.38229444444,1140.0,1740.0,o4ec02030,554.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
J1355-2257AB,208.9305672902,-22.95651077728,1150.0,1730.0,oex008060,1246.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
ASASSN18JD,340.9287447526,-16.98575290741,1150.0,1730.0,odlw070e0,485.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
PKS0405-123,61.95175,-12.19333333333,1123.0,1710.0,o55s01050,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;IGM,7576,3,*Quasar*
PG1116+215,169.78625,21.32172222222,1123.0,1710.0,o5a302010,1979.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,8097,3,*Quasar*
NEWTDE,259.9826032305,41.68005661648,1150.0,1730.0,od82060b0,840.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
B1152+199AB,178.8261560942,19.66179226412,1150.0,1730.0,oex001020,998.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e124010,2328.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
RXSJ01004-5113,15.11295833333,-51.23172222222,1140.0,1740.0,o8p802040,1300.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,9858,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57902050,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PG1259+593,195.3039166667,59.03521111111,1150.0,1730.0,o4n307010,120.0,STIS/FUV-MAMA,GALAXY;QUASAR,7295,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d903030,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
J1206+4322A,181.6235,43.53821388889,1150.0,1730.0,oex014010,989.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
HE1029-140,157.9761583333,-14.28122222222,1140.0,1740.0,o4ec05010,2307.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
TON-S180,14.333375,-22.38229444444,1140.0,1740.0,o4ec02010,2310.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
ASASSN18JD,340.9287385147,-16.98550206964,1150.0,1730.0,odlw02060,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
NEWTDE,259.9827356667,41.68015524941,1150.0,1730.0,od82070a0,840.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
ASASSN-14KO,81.32563495141,-46.00580588838,1150.0,1730.0,oei804060,1002.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
B1152+199AB,178.826103855,19.66185952822,1150.0,1730.0,oex001030,1187.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
PKS1739+18,265.529,18.455875,1150.0,1730.0,o65303010,2340.0,STIS/FUV-MAMA,GALAXY;QUASAR,8684,3,*Quasar*
NEWTDE,259.9827041667,41.68036666667,1150.0,1730.0,od8203040,820.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
J1206+4322B-OFFSET,181.6239190797,43.53919282011,1150.0,1730.0,oex015050,1188.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J1355-2257AB,208.931,-22.95638888889,1150.0,1730.0,oex009010,1057.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57903010,2385.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PG1116+215,169.78625,21.32172222222,1123.0,1710.0,o5a302020,5320.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,8097,3,*Quasar*
HE1029-140,157.9761583333,-14.28122222222,1140.0,1740.0,o4ec05040,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
TON-S180,14.333375,-22.38229444444,1140.0,1740.0,o4ec02020,1782.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e129010,2328.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
PKS1327-206,202.5319,-20.93796,1150.0,1730.0,o8ex48010,2394.0,STIS/FUV-MAMA,GALAXY;QUASAR,9382,3,*Quasar*
ASASSN18JD,340.928734383,-16.98538851306,1150.0,1730.0,odlw05090,1038.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
J0113+0106-JET,18.4213325,1.102366666667,1150.0,1730.0,oen902030,2620.182375,STIS/FUV-MAMA,GALAXY;QUASAR;RADIO GALAXY;WIND,16728,3,*Quasar*
B1152+199AB,178.8260516158,19.6619267923,1150.0,1730.0,oex001040,1187.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
HE2149-2745AB,328.0312404185,-27.53032818284,1150.0,1730.0,oex003050,1250.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
ASASSN18JD,340.9290694364,-16.98555548345,1150.0,1730.0,odlw060c0,1292.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e125020,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
TON730,205.9863204156,25.64652020851,1140.0,1740.0,o5ew01030,2923.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD;HALO,8316,3,*Quasar*
J1355-2257AB,208.9308269162,-22.95643764439,1150.0,1730.0,oex008030,1246.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
3C288-1,205.5552083333,60.36191666667,1150.0,1730.0,o53h01030,3107.0,STIS/FUV-MAMA,GALAXY;QUASAR,7356,3,*Quasar*
B21425+26,216.898375,26.53716666667,1140.0,1740.0,o8s703010,2288.0,STIS/FUV-MAMA,GALAXY;QUASAR,9871,3,*Quasar*
J0246-0825AB,41.642125,-8.42675,1150.0,1730.0,oex019010,939.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
PKS0405-123,61.95175,-12.19333333333,1123.0,1710.0,o55s02010,2008.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;IGM,7576,3,*Quasar*
PKS1004+130,151.8587017588,12.81560844122,1140.0,1740.0,o5ew03020,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD;HALO,8316,3,*Quasar*
MR2251-178,343.5244166667,-17.58202222222,1140.0,1740.0,o4ec03040,1711.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e127020,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e125030,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
MRK1383,217.2770833333,1.284861111111,1123.0,1710.0,o8pg02020,2870.0,STIS/FUV-MAMA,GALAXY;QUASAR,9778,3,*Quasar*
HE2149-2745AB,328.0312901063,-27.53025745073,1150.0,1730.0,oex003060,1250.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
MARK876,243.4881666667,65.71937222222,1140.0,1740.0,o4n308010,2298.0,STIS/FUV-MAMA,GALAXY;QUASAR,7295,3,*Quasar*
MARK1383,217.2767916667,1.284752777778,1140.0,1740.0,o4ec01020,1366.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
J0158-4325AB,29.672625,-43.41761111111,1150.0,1730.0,oex002010,1077.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57904010,2385.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PG1049-005,162.9644166667,-0.8550444444444,1140.0,1740.0,o4n303020,1537.0,STIS/FUV-MAMA,GALAXY;QUASAR,7295,3,*Quasar*
PKS1302-102,196.3874166667,-10.55568333333,1123.0,1710.0,o5bu02010,11040.0,STIS/FUV-MAMA,GALAXY;QUASAR,8306,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d904010,1957.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
ASASSN-14KO,81.32556122558,-46.00571266643,1150.0,1730.0,oei804050,1000.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
J1355-2257AB,208.9307403742,-22.95646202207,1150.0,1730.0,oex008040,1246.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57904050,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57904080,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d902010,1957.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
ASASSN18JD,340.9287548592,-16.98566178761,1150.0,1730.0,odlw060e0,485.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
IIZW136,323.1158875,10.13873805556,1140.0,1740.0,o4ec10040,1479.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
MR2251-178,343.5244166667,-17.58202222222,1140.0,1740.0,o4ec03030,768.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e128030,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e130020,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
RXSJ01004-5113,15.11295833333,-51.23172222222,1140.0,1740.0,o8p802050,627.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,9858,3,*Quasar*
NEWTDE,259.9827041667,41.68036666667,1150.0,1730.0,od82060d0,576.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
PHL1811,328.756375,-9.373444444444,1123.0,1710.0,o8d901030,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,9418,3,*Quasar*
PG0923+129,141.5136610564,12.7343884373,1150.0,1730.0,of9m17040,1269.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
PG1211+143,183.5735833333,14.05333888889,1140.0,1740.0,o4ec08020,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
B1152+199AB,178.8262083333,19.661725,1150.0,1730.0,oex001010,998.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
PG1116+215,169.7863333333,21.32161111111,1140.0,1740.0,o4ec04040,2906.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
PG1116+215,169.78625,21.32172222222,1123.0,1710.0,o5a301020,10640.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,8097,3,*Quasar*
PG1440+356,220.5311804357,35.43969361771,1150.0,1730.0,of9m11030,693.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
ASASSN18JD,340.9286781277,-16.98559431917,1150.0,1730.0,odlw05070,994.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;QUASAR,15312,3,*Quasar*
MARK1383,217.2767916667,1.284752777778,1140.0,1740.0,o4ec01030,963.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
3C249.1,166.057375,76.98282777778,1123.0,1710.0,o6e128020,3280.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM,9184,3,*Quasar*
3C351,256.1732083333,60.74125,1123.0,1710.0,o57902080,2500.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,8015,3,*Quasar*
PKS1004+130,151.8587083333,12.81561111111,1140.0,1740.0,o5ew03010,2289.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD;HALO,8316,3,*Quasar*
NEWTDE,259.9826705212,41.68026331662,1150.0,1730.0,od82060e0,415.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;BLR;QUASAR,14781,3,*Quasar*
PG1116+215,169.7863333333,21.32161111111,1140.0,1740.0,o4ec04030,1068.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
MRK478,220.5311666667,35.43959722222,1140.0,1740.0,o4ec14030,974.0,STIS/FUV-MAMA,GALAXY;QUASAR,7345,3,*Quasar*
PKS0405-123,61.95175,-12.19333333333,1123.0,1710.0,o55s02030,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;IGM,7576,3,*Quasar*
PG0923+129,141.5136989486,12.73440767417,1150.0,1730.0,of9m17050,1269.0,STIS/FUV-MAMA,GALAXY;QSO;QUASAR,17511,3,*Quasar*
J1206+4322A,181.6237095135,43.53828252136,1150.0,1730.0,oex014030,1188.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
J0158-4325AB,29.672950663,-43.4175302151,1150.0,1730.0,oex002040,1286.0,STIS/FUV-MAMA,GALAXY;GRAVITATIONAL LENS;QSO;QUASAR,17146,3,*Quasar*
ASASSN-14KO,81.3254875,-46.00561944444,1150.0,1730.0,oei802040,882.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
ASASSN-14KO,81.3254875,-46.00561944444,1150.0,1730.0,oei804040,1002.0,STIS/FUV-MAMA,GALAXY;ACCRETION DISK;MULTIPLE NUCLEI;NUCLEUS;QUASAR,16451,3,*Quasar*
PKS0405-123,61.95175,-12.19333333333,1123.0,1710.0,o55s02040,2899.0,STIS/FUV-MAMA,GALAXY;QUASAR;;EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;IGM,7576,3,*Quasar*
TON730,205.9863333333,25.64652777778,1140.0,1740.0,o5ew01010,2293.0,STIS/FUV-MAMA,GALAXY;QUASAR;LYMAN ALPHA CLOUD;HALO,8316,3,*Quasar*
