common_name,inst_family,obs_id,filename,file_size_mb,status
J15147+3650,FOS,,y0rv1704t_c1f.fits,0.383,ok
J15147+3650,FOS,,y0rv1704t_c2f.fits,0.383,ok
J15147+3650,FOS,,y0rv1704t_c4f.fits,0.383,ok
J15147+3650,FOS,,y0rv1704t_c5f.fits,0.383,ok
J15147+3650,FOS,,y0rv1704t_c7f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c0f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c1f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c2f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c4f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c5f.fits,0.383,ok
J15147+3650,FOS,,y0rv1705t_c7f.fits,0.383,ok
J15147+3650,FOS,,y0rv1706t_c0f.fits,0.366,ok
J15147+3650,FOS,,y0rv1706t_c1f.fits,0.366,ok
J15147+3650,FOS,,y0rv1706t_c2f.fits,0.366,ok
J15147+3650,FOS,,y0rv1706t_c4f.fits,0.366,ok
J15147+3650,FOS,,y0rv1706t_c5f.fits,0.366,ok
J15147+3650,FOS,,y0rv1706t_c7f.fits,0.366,ok
J16142+2604,FOS,,y1hk0p02t_c0f.fits,0.075,ok
J16142+2604,FOS,,y1hk0p02t_c1f.fits,0.075,ok
J16142+2604,FOS,,y1hk0p02t_c2f.fits,0.075,ok
J16142+2604,FOS,,y1hk0p02t_c4f.fits,0.075,ok
J16142+2604,FOS,,y1hk0p02t_c5f.fits,0.075,ok
J16142+2604,FOS,,y1hk0p02t_c7f.fits,0.075,ok
J2203+3145,COS,,leo924010_x1dsum.fits,1.817,ok
J2203+3145,COS,,leo924xnq_x1d.fits,3.39,ok
J2203+3145,COS,,leo924xrq_x1d.fits,3.39,ok
J2203+3145,COS,,leo924xtq_x1d.fits,3.39,ok
J2203+3145,COS,,leo924xvq_x1d.fits,3.39,ok
J2203+3145,FOS,,y0pe0j02t_c0f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j02t_c1f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j02t_c2f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j02t_c4f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j02t_c5f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j02t_c7f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c0f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c1f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c2f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c4f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c5f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j03t_c7f.fits,0.075,ok
J2203+3145,FOS,,y0pe0j04t_c0f.fits,0.066,ok
J2203+3145,FOS,,y0pe0j04t_c1f.fits,0.066,ok
J2203+3145,FOS,,y0pe0j04t_c2f.fits,0.066,ok
J2203+3145,FOS,,y0pe0j04t_c4f.fits,0.066,ok
J2203+3145,FOS,,y0pe0j04t_c5f.fits,0.066,ok
J2203+3145,FOS,,y0pe0j04t_c7f.fits,0.066,ok
J2203+3145,FOS,,y0pe0k02t_c0f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k02t_c1f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k02t_c2f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k02t_c4f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k02t_c5f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k02t_c7f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c0f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c1f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c2f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c4f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c5f.fits,0.04,ok
J2203+3145,FOS,,y0pe0k03t_c7f.fits,0.04,ok
LB 10193,STIS,,ocuv26010_sx1.fits,0.081,ok
LB 10203,COS,,lbs350030_x1dsum.fits,1.947,ok
LB 10203,COS,,lbs350040_x1dsum.fits,1.944,ok
LB 10203,COS,,lbs350jrq_x1d.fits,3.39,ok
LB 10203,COS,,lbs350khq_x1d.fits,3.39,ok
LB 10203,COS,,lcob02010_x1dsum.fits,0.04,ok
LB 10203,COS,,lcob02bmq_x1d.fits,0.043,ok
LB 10203,COS,,lcob02buq_x1d.fits,0.043,ok
LB 10203,COS,,lcob02c3q_x1d.fits,0.043,ok
LB 10203,COS,,lcob02cbq_x1d.fits,0.043,ok
LB 10203,COS,,lcob52010_x1dsum.fits,1.817,ok
LB 10203,COS,,lcob52i4q_x1d.fits,3.39,ok
LB 10203,COS,,lcob52jeq_x1d.fits,3.39,ok
LB 10203,COS,,lcob52jjq_x1d.fits,3.39,ok
LB 10203,COS,,lcob52jlq_x1d.fits,3.39,ok
LB 10203,FOS,,y3ag0502t_c0f.fits,0.147,ok
LB 10203,FOS,,y3ag0502t_c1f.fits,0.147,ok
LB 10203,FOS,,y3ag0502t_c2f.fits,0.147,ok
LB 10203,FOS,,y3ag0502t_c4f.fits,0.147,ok
LB 10203,FOS,,y3ag0502t_c5f.fits,0.147,ok
LB 10203,FOS,,y3ag0502t_c7f.fits,0.147,ok
LB 10203,FOS,,y3ag0503t_c0f.fits,0.207,ok
LB 10203,FOS,,y3ag0503t_c1f.fits,0.207,ok
LB 10203,FOS,,y3ag0503t_c2f.fits,0.207,ok
LB 10203,FOS,,y3ag0503t_c4f.fits,0.207,ok
LB 10203,FOS,,y3ag0503t_c5f.fits,0.207,ok
LB 10203,FOS,,y3ag0503t_c7f.fits,0.207,ok
LB 1727,COS,,lb4f03010_x1dsum.fits,1.814,ok
LB 1727,COS,,lb4f03icq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f03ies_x1d.fits,3.39,ok
LB 1727,COS,,lb4f03igq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f04010_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f04020_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f04030_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f04040_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f04leq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f04ljq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f04lmq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f04loq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f33010_x1dsum.fits,1.944,ok
LB 1727,COS,,lb4f33020_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f33030_x1dsum.fits,1.947,ok
LB 1727,COS,,lb4f33luq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f33lwq_x1d.fits,3.39,ok
LB 1727,COS,,lb4f33lyq_x1d.fits,3.39,ok
LB 2126,FOS,,y1hi0r02t_c0f.fits,0.075,ok
LB 2126,FOS,,y1hi0r02t_c1f.fits,0.075,ok
LB 2126,FOS,,y1hi0r02t_c2f.fits,0.075,ok
LB 2126,FOS,,y1hi0r02t_c4f.fits,0.075,ok
LB 2126,FOS,,y1hi0r02t_c5f.fits,0.075,ok
LB 2126,FOS,,y1hi0r02t_c7f.fits,0.075,ok
LB 2126,FOS,,y1hi0s02t_c0f.fits,0.058,ok
LB 2126,FOS,,y1hi0s02t_c1f.fits,0.058,ok
LB 2126,FOS,,y1hi0s02t_c2f.fits,0.058,ok
LB 2126,FOS,,y1hi0s02t_c4f.fits,0.058,ok
LB 2126,FOS,,y1hi0s02t_c5f.fits,0.058,ok
LB 2126,FOS,,y1hi0s02t_c7f.fits,0.058,ok
LB 2126,FOS,,y2sg0102t_c0f.fits,0.095,ok
LB 2126,FOS,,y2sg0102t_c1f.fits,0.095,ok
LB 2126,FOS,,y2sg0102t_c2f.fits,0.095,ok
LB 2126,FOS,,y2sg0102t_c4f.fits,0.095,ok
LB 2126,FOS,,y2sg0102t_c5f.fits,0.095,ok
LB 2126,FOS,,y2sg0102t_c7f.fits,0.095,ok
LB 2126,FOS,,y2sg0104t_c0f.fits,0.069,ok
LB 2126,FOS,,y2sg0104t_c1f.fits,0.069,ok
LB 2126,FOS,,y2sg0104t_c2f.fits,0.069,ok
LB 2126,FOS,,y2sg0104t_c4f.fits,0.069,ok
LB 2126,FOS,,y2sg0104t_c5f.fits,0.069,ok
LB 2126,FOS,,y2sg0104t_c7f.fits,0.069,ok
LB 2126,FOS,,y2sg0105t_c0f.fits,0.043,ok
LB 2126,FOS,,y2sg0105t_c1f.fits,0.043,ok
LB 2126,FOS,,y2sg0105t_c2f.fits,0.043,ok
LB 2126,FOS,,y2sg0105t_c4f.fits,0.043,ok
LB 2126,FOS,,y2sg0105t_c5f.fits,0.043,ok
LB 2126,FOS,,y2sg0105t_c7f.fits,0.043,ok
LB 2126,FOS,,y2sg0106t_c0f.fits,0.06,ok
LB 2126,FOS,,y2sg0106t_c1f.fits,0.06,ok
LB 2126,FOS,,y2sg0106t_c2f.fits,0.06,ok
LB 2126,FOS,,y2sg0106t_c4f.fits,0.06,ok
LB 2126,FOS,,y2sg0106t_c5f.fits,0.06,ok
LB 2126,FOS,,y2sg0106t_c7f.fits,0.06,ok
LB 9388,COS,,ldi315010_x1dsum.fits,0.245,ok
LB 9388,COS,,ldi315020_x1dsum.fits,1.814,ok
LB 9388,COS,,ldi315030_x1dsum.fits,0.259,ok
LB 9388,COS,,ldi315ecq_x1d.fits,0.429,ok
LB 9388,COS,,ldi315eeq_x1d.fits,0.429,ok
LB 9388,COS,,ldi315egq_x1d.fits,3.39,ok
LB 9388,COS,,ldi315eiq_x1d.fits,3.39,ok
LB 9388,COS,,ldi315ekq_x1d.fits,3.39,ok
LB 9388,COS,,ldi315emq_x1d.fits,3.39,ok
LB 9388,COS,,ldi315eoq_x1d.fits,0.429,ok
LB2136,FOS,,y2dz0302t_c0f.fits,0.06,ok
LB2136,FOS,,y2dz0302t_c1f.fits,0.06,ok
LB2136,FOS,,y2dz0302t_c2f.fits,0.06,ok
LB2136,FOS,,y2dz0302t_c4f.fits,0.06,ok
LB2136,FOS,,y2dz0302t_c5f.fits,0.06,ok
LB2136,FOS,,y2dz0302t_c7f.fits,0.06,ok
LB2136,FOS,,y2dz0303t_c0f.fits,0.121,ok
LB2136,FOS,,y2dz0303t_c1f.fits,0.121,ok
LB2136,FOS,,y2dz0303t_c2f.fits,0.121,ok
LB2136,FOS,,y2dz0303t_c4f.fits,0.121,ok
LB2136,FOS,,y2dz0303t_c5f.fits,0.121,ok
LB2136,FOS,,y2dz0303t_c7f.fits,0.121,ok
LB2136,FOS,,y2dz0304t_c0f.fits,0.06,ok
LB2136,FOS,,y2dz0304t_c1f.fits,0.06,ok
LB2136,FOS,,y2dz0304t_c2f.fits,0.06,ok
LB2136,FOS,,y2dz0304t_c4f.fits,0.06,ok
LB2136,FOS,,y2dz0304t_c5f.fits,0.06,ok
LB2136,FOS,,y2dz0304t_c7f.fits,0.06,ok
LBQS 0019-0145B,STIS,,o59y02010_x1d.fits,0.078,ok
LBQS 0100+0205,COS,,ldhf3a010_x1dsum.fits,1.814,ok
LBQS 0100+0205,COS,,ldhf3ae9q_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3aebq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3aefq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3aehq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3b010_x1dsum.fits,1.814,ok
LBQS 0100+0205,COS,,ldhf3brjq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3brlq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3brnq_x1d.fits,3.39,ok
LBQS 0100+0205,COS,,ldhf3brpq_x1d.fits,3.39,ok
LBQS 0100+0205,FOS,,y1hh0302t_c0f.fits,0.075,ok
LBQS 0100+0205,FOS,,y1hh0302t_c1f.fits,0.075,ok
LBQS 0100+0205,FOS,,y1hh0302t_c2f.fits,0.075,ok
LBQS 0100+0205,FOS,,y1hh0302t_c4f.fits,0.075,ok
LBQS 0100+0205,FOS,,y1hh0302t_c5f.fits,0.075,ok
LBQS 0100+0205,FOS,,y1hh0302t_c7f.fits,0.075,ok
LBQS 0100+0205,FOS,,y36u0105t_c0f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0105t_c1f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0105t_c2f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0105t_c4f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0105t_c5f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0105t_c7f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c0f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c1f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c2f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c4f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c5f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0106t_c7f.fits,0.043,ok
LBQS 0100+0205,FOS,,y36u0107t_c0f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0107t_c1f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0107t_c2f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0107t_c4f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0107t_c5f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0107t_c7f.fits,0.101,ok
LBQS 0100+0205,FOS,,y36u0108t_c0f.fits,0.121,ok
LBQS 0100+0205,FOS,,y36u0108t_c1f.fits,0.121,ok
LBQS 0100+0205,FOS,,y36u0108t_c2f.fits,0.121,ok
LBQS 0100+0205,FOS,,y36u0108t_c4f.fits,0.121,ok
LBQS 0100+0205,FOS,,y36u0108t_c5f.fits,0.121,ok
LBQS 0100+0205,FOS,,y36u0108t_c7f.fits,0.121,ok
LBQS 1222+1640,COS,,lf1321010_x1dsum.fits,0.245,ok
LBQS 1222+1640,COS,,lf1321020_x1dsum.fits,1.817,ok
LBQS 1222+1640,COS,,lf1321esq_x1d.fits,0.429,ok
LBQS 1222+1640,COS,,lf1321evq_x1d.fits,0.429,ok
LBQS 1222+1640,COS,,lf1321f0q_x1d.fits,3.39,ok
LBQS 1222+1640,COS,,lf1321faq_x1d.fits,3.39,ok
LBQS 1222+1640,COS,,lf1321fiq_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lb5n15010_x1dsum.fits,1.947,ok
LBQS 1230-0015,COS,,lb5n15020_x1dsum.fits,1.944,ok
LBQS 1230-0015,COS,,lb5n15030_x1dsum.fits,1.947,ok
LBQS 1230-0015,COS,,lb5n15040_x1dsum.fits,1.944,ok
LBQS 1230-0015,COS,,lb5n15llq_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lb5n15m2q_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lb5n15mjq_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lb5n15mpq_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lbp250010_x1dsum.fits,1.947,ok
LBQS 1230-0015,COS,,lbp250020_x1dsum.fits,1.944,ok
LBQS 1230-0015,COS,,lbp250o2q_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lbp250o4q_x1d.fits,3.39,ok
LBQS 1230-0015,COS,,lf1306010_x1dsum.fits,0.245,ok
LBQS 1230-0015,COS,,lf1306u7q_x1d.fits,0.429,ok
LBQS 1230-0015,COS,,lf1306u9q_x1d.fits,0.429,ok
LBQS 1235+1807,STIS,,o56b03010_x1d.fits,0.078,ok
LBQS 1235+1807,STIS,,o56b03020_x1d.fits,0.078,ok
LBQS 1235+1807,STIS,,o56b03030_x1d.fits,0.078,ok
LBQS 1340-0020,STIS,,o8ex50010_x1d.fits,0.078,ok
LBQS 1340-0038,COS,,lb5n39010_x1dsum.fits,1.947,ok
LBQS 1340-0038,COS,,lb5n39020_x1dsum.fits,1.944,ok
LBQS 1340-0038,COS,,lb5n39030_x1dsum.fits,1.947,ok
LBQS 1340-0038,COS,,lb5n39040_x1dsum.fits,1.944,ok
LBQS 1340-0038,COS,,lb5n39fgq_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,lb5n39ftq_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,lb5n39fvq_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,lb5n39gaq_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,lc1c12010_x1dsum.fits,1.817,ok
LBQS 1340-0038,COS,,lc1c12kyq_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,lc1c12l1q_x1d.fits,3.39,ok
LBQS 1340-0038,COS,,ley208010_x1dsum.fits,0.259,ok
LBQS 1340-0038,COS,,ley208020_x1dsum.fits,0.245,ok
LBQS 1340-0038,COS,,ley208buq_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley208bxq_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley208c1q_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley209010_x1dsum.fits,0.259,ok
LBQS 1340-0038,COS,,ley209020_x1dsum.fits,0.245,ok
LBQS 1340-0038,COS,,ley209fzq_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley209g2q_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley209g6q_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley210010_x1dsum.fits,0.245,ok
LBQS 1340-0038,COS,,ley210020_x1dsum.fits,0.259,ok
LBQS 1340-0038,COS,,ley210uuq_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley210v1q_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley210v5q_x1d.fits,0.429,ok
LBQS 1340-0038,COS,,ley2z3010_x1dsum.fits,0.259,ok
LBQS 1340-0038,COS,,ley2z3f4q_x1d.fits,0.429,ok
LBQS 1340-0038,FOS,,y29c0b02t_c0f.fits,0.13,ok
LBQS 1340-0038,FOS,,y29c0b02t_c1f.fits,0.13,ok
LBQS 1340-0038,FOS,,y29c0b02t_c2f.fits,0.13,ok
LBQS 1340-0038,FOS,,y29c0b02t_c4f.fits,0.13,ok
LBQS 1340-0038,FOS,,y29c0b02t_c5f.fits,0.13,ok
LBQS 1340-0038,FOS,,y29c0b02t_c7f.fits,0.13,ok
LBQS 2350-0045B,STIS,,o8ex76010_x1d.fits,0.078,ok
LBQS-1338-0038,COS,,le2j17010_x1dsum.fits,0.93,ok
LBQS-1338-0038,COS,,le2j17fvq_x1d.fits,1.719,ok
LBQS-1338-0038,COS,,le2j17h2q_x1d.fits,1.719,ok
LBQS-1338-0038,COS,,le2j17hvq_x1d.fits,1.719,ok
LBQS-1338-0038,COS,,le2j17i2q_x1d.fits,1.719,ok
LBQS0003+0146,FOS,,y29c0102t_c0f.fits,0.13,ok
LBQS0003+0146,FOS,,y29c0102t_c1f.fits,0.13,ok
LBQS0003+0146,FOS,,y29c0102t_c2f.fits,0.13,ok
LBQS0003+0146,FOS,,y29c0102t_c4f.fits,0.13,ok
LBQS0003+0146,FOS,,y29c0102t_c5f.fits,0.13,ok
LBQS0003+0146,FOS,,y29c0102t_c7f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c0f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c1f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c2f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c4f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c5f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0202t_c7f.fits,0.13,ok
LBQS0017+0209,FOS,,y29c0203t_c0f.fits,0.06,ok
LBQS0017+0209,FOS,,y29c0203t_c1f.fits,0.06,ok
LBQS0017+0209,FOS,,y29c0203t_c2f.fits,0.06,ok
LBQS0017+0209,FOS,,y29c0203t_c4f.fits,0.06,ok
LBQS0017+0209,FOS,,y29c0203t_c5f.fits,0.06,ok
LBQS0017+0209,FOS,,y29c0203t_c7f.fits,0.06,ok
LBQS0017+0209,FOS,,y2gq1m01t_c0f.fits,0.043,ok
LBQS0017+0209,FOS,,y2gq1m01t_c1f.fits,0.043,ok
LBQS0017+0209,FOS,,y2gq1m01t_c2f.fits,0.043,ok
LBQS0017+0209,FOS,,y2gq1m01t_c4f.fits,0.043,ok
LBQS0017+0209,FOS,,y2gq1m01t_c5f.fits,0.043,ok
LBQS0017+0209,FOS,,y2gq1m01t_c7f.fits,0.043,ok
LBQS1132-0302,FOS,,y29c0502t_c0f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0502t_c1f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0502t_c2f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0502t_c4f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0502t_c5f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0502t_c7f.fits,0.13,ok
LBQS1132-0302,FOS,,y29c0503t_c0f.fits,0.078,ok
LBQS1132-0302,FOS,,y29c0503t_c1f.fits,0.078,ok
LBQS1132-0302,FOS,,y29c0503t_c2f.fits,0.078,ok
LBQS1132-0302,FOS,,y29c0503t_c4f.fits,0.078,ok
LBQS1132-0302,FOS,,y29c0503t_c5f.fits,0.078,ok
LBQS1132-0302,FOS,,y29c0503t_c7f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0602t_c0f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0602t_c1f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0602t_c2f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0602t_c4f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0602t_c5f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0602t_c7f.fits,0.121,ok
LBQS1138+0204,FOS,,y29c0603t_c0f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0603t_c1f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0603t_c2f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0603t_c4f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0603t_c5f.fits,0.078,ok
LBQS1138+0204,FOS,,y29c0603t_c7f.fits,0.078,ok
LBQS1144-0115,FOS,,y29c0702t_c0f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0702t_c1f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0702t_c2f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0702t_c4f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0702t_c5f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0702t_c7f.fits,0.13,ok
LBQS1144-0115,FOS,,y29c0703t_c0f.fits,0.17,ok
LBQS1144-0115,FOS,,y29c0703t_c1f.fits,0.17,ok
LBQS1144-0115,FOS,,y29c0703t_c2f.fits,0.17,ok
LBQS1144-0115,FOS,,y29c0703t_c4f.fits,0.17,ok
LBQS1144-0115,FOS,,y29c0703t_c5f.fits,0.17,ok
LBQS1144-0115,FOS,,y29c0703t_c7f.fits,0.17,ok
LBQS1230+0947,FOS,,y1hi1302t_c0f.fits,0.075,ok
LBQS1230+0947,FOS,,y1hi1302t_c1f.fits,0.075,ok
LBQS1230+0947,FOS,,y1hi1302t_c2f.fits,0.075,ok
LBQS1230+0947,FOS,,y1hi1302t_c4f.fits,0.075,ok
LBQS1230+0947,FOS,,y1hi1302t_c5f.fits,0.075,ok
LBQS1230+0947,FOS,,y1hi1302t_c7f.fits,0.075,ok
LBQS1317-0142,FOS,,y29c0a02t_c0f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a02t_c1f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a02t_c2f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a02t_c4f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a02t_c5f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a02t_c7f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c0f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c1f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c2f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c4f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c5f.fits,0.13,ok
LBQS1317-0142,FOS,,y29c0a03t_c7f.fits,0.13,ok
LEDA 10293,COS,,lbk202010_x1dsum.fits,1.814,ok
LEDA 10293,COS,,lbk202020_x1dsum.fits,1.817,ok
LEDA 10293,COS,,lbk202pyq_x1d.fits,3.39,ok
LEDA 10293,COS,,lbk202q2q_x1d.fits,3.39,ok
LEDA 10293,COS,,lbk202q4q_x1d.fits,3.39,ok
LEDA 10293,COS,,lbk202q9q_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70010_x1dsum.fits,1.947,ok
LEDA 138607,COS,,lbho70020_x1dsum.fits,1.814,ok
LEDA 138607,COS,,lbho70030_x1dsum.fits,1.817,ok
LEDA 138607,COS,,lbho70040_x1dsum.fits,1.944,ok
LEDA 138607,COS,,lbho70yyq_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70z1q_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70z9q_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70zjq_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70znq_x1d.fits,3.39,ok
LEDA 138607,COS,,lbho70zxq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj18010_x1dsum.fits,1.947,ok
LEDA 1440438,COS,,ldnj18020_x1dsum.fits,1.817,ok
LEDA 1440438,COS,,ldnj18myq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj18n1q_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj18n9q_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj18ndq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj18nhq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19010_x1dsum.fits,1.947,ok
LEDA 1440438,COS,,ldnj19020_x1dsum.fits,1.817,ok
LEDA 1440438,COS,,ldnj19030_x1dsum.fits,1.817,ok
LEDA 1440438,COS,,ldnj19040_x1dsum.fits,1.817,ok
LEDA 1440438,COS,,ldnj19agq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19amq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19ayq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19b5q_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19bdq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19bnq_x1d.fits,3.39,ok
LEDA 1440438,COS,,ldnj19byq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18030_x1dsum.fits,1.814,ok
LEDA 1771917,COS,,lcxv18040_x1dsum.fits,1.814,ok
LEDA 1771917,COS,,lcxv18mvq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18mzq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18n5q_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18nbq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18nhq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18nmq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv18nsq_x1d.fits,3.39,ok
LEDA 1771917,COS,,lcxv19050_x1dsum.fits,1.944,ok
LEDA 1771917,COS,,lcxv19060_x1dsum.fits,1.814,ok
