common_name,inst_family,obs_id,filename,file_size_mb,status
Mrk 817,COS,,lede22010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede22020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede22030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede22loq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22lqq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22lsq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22luq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22lwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22lyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede22m0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede22m2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede23010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede23020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede23030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede23upq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23urq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23utq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23uvq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23uxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23uzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede23v1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede23v3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede24010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede24020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede24030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede24jsq_x1d.fits,3.39,ok
Mrk 817,COS,,lede24juq_x1d.fits,3.39,ok
Mrk 817,COS,,lede24jwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede24jyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede24k0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede24k2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede24k4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede24k6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede25020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede25030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede25rzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede25s1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25s3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25s5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25s7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25s9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede25sbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede25sdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede26010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede26020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede26030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede26k2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede26k4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede26k6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede26k8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede26kaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede26kcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede26keq_x1d.fits,3.39,ok
Mrk 817,COS,,lede26kgq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede27020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede27030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede27qjq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qlq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qnq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qpq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qrq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qtq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qvq_x1d.fits,3.39,ok
Mrk 817,COS,,lede27qxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede28010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede28020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede28030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede28a5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede28a7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede28a9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede28abq_x1d.fits,3.39,ok
Mrk 817,COS,,lede28adq_x1d.fits,3.39,ok
Mrk 817,COS,,lede28afq_x1d.fits,3.39,ok
Mrk 817,COS,,lede28ahq_x1d.fits,3.39,ok
Mrk 817,COS,,lede28ajq_x1d.fits,3.39,ok
Mrk 817,COS,,lede29010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede29020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede29030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede29hzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede29i1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede29i3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede29i5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede29i8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede29iaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede29icq_x1d.fits,3.39,ok
Mrk 817,COS,,lede29ieq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2a010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2a020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2a030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2ataq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ateq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atgq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atiq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atkq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atmq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2atoq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2b010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2b020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2b030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2bb4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bb6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bb8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bbaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bbcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bbhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bbjq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2bblq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2c010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2c020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2c030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2cisq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ciuq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ciwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ciyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2cj0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2cj2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2cj4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2cj6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2d010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2d020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2d030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2dokq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2domq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2dorq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2dotq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2dowq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2doyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2dp0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2dp3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2e010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2e020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2e030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2eyeq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eygq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eyiq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eylq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eynq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eyqq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eysq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2eyuq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2f010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2f020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2f030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2fhvq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fhxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fhzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fi1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fi3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fi5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fi7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2fi9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2g010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2g020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2g030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2gf0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gf2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gf4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gf6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gf8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gfaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gfcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2gfxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2h010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2h020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2h030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2hqxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hqzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hr1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hr3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hr5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hr7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hr9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2hrbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2i010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2i020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2i030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2ib3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ib5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ib7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ib9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ibbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ibdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ibfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ibhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2j010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2j020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2j030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2jjoq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jjqq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jjsq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jjuq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jjwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jjyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jk0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2jk2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2k010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2k020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2k030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2kkaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkjq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkmq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkoq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kkqq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2kktq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2l010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2l020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2l030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2ls0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ls2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ls4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ls6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ls8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2lsaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2lscq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2lseq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2m010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2m020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2m030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2mauq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mawq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mayq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mb0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mb2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mb4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mb6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2mb8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2n010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2n020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2n030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2nknq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nkqq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nkuq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nkwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nkyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nl3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nl5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2nl7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2o010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2o020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2o030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2ogxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ogzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2oh1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2oh7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2oh9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ohbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ohdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ohhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2p010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2p020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2p030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2pu8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2puaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2pucq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2pueq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2pugq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2puiq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2pukq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2pumq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2q010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2q020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2q030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2qcuq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qcwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qcyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qd0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qd2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qd4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qd6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2qd8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2r010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2r020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2r030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2rl6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rl8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rlaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rlcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rleq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rlgq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rliq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2rlkq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2s010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2s020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2s030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2sk1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2sk4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2sk6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2sk8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2skaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2skcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2skeq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2skgq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2t010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2t020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2t030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2tr7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2tr9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trjq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2trlq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2u010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2u020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2u030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2ua2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ua4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ua6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ua8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2uaaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2uzvq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2uzxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2uzzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2y010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2y020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2y030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2yd3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2yd5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2yd7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2yd9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ydbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2yddq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ydfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2ydhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2z010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2z020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2z030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede2zo6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zo8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zoaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zocq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zoeq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zogq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zoiq_x1d.fits,3.39,ok
Mrk 817,COS,,lede2zokq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede30020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede30030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede30sbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30sdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30sfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30shq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30sjq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30slq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30snq_x1d.fits,3.39,ok
Mrk 817,COS,,lede30spq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede31020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede31030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede31d6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede31d8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede31daq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31dcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31deq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31dgq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31diq_x1d.fits,3.39,ok
Mrk 817,COS,,lede31dkq_x1d.fits,3.39,ok
Mrk 817,COS,,lede32010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede32020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede32030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede32s0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede32s2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede32s5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede32s7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede32s9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede32sbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede32sdq_x1d.fits,3.39,ok
Mrk 817,COS,,lede32sfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede33010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede33020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede33030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede33rzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede33s2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede33s4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede33s7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede33s9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede33syq_x1d.fits,3.39,ok
Mrk 817,COS,,lede33t0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede33t2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede34010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede34020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede34030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede34lnq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34lpq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34lrq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34luq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34lwq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34lyq_x1d.fits,3.39,ok
Mrk 817,COS,,lede34m0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede34m3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede35010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede35020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede35030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede35xrq_x1d.fits,3.39,ok
Mrk 817,COS,,lede35xtq_x1d.fits,3.39,ok
Mrk 817,COS,,lede35xvq_x1d.fits,3.39,ok
Mrk 817,COS,,lede35xxq_x1d.fits,3.39,ok
Mrk 817,COS,,lede35xzq_x1d.fits,3.39,ok
Mrk 817,COS,,lede35y1q_x1d.fits,3.39,ok
Mrk 817,COS,,lede35y3q_x1d.fits,3.39,ok
Mrk 817,COS,,lede35y5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede36020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede36030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede36g0q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36g2q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36g4q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36g6q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36g8q_x1d.fits,3.39,ok
Mrk 817,COS,,lede36gaq_x1d.fits,3.39,ok
Mrk 817,COS,,lede36gcq_x1d.fits,3.39,ok
Mrk 817,COS,,lede36geq_x1d.fits,3.39,ok
Mrk 817,COS,,lede37010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede37020_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede37030_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede37l5q_x1d.fits,3.39,ok
Mrk 817,COS,,lede37l7q_x1d.fits,3.39,ok
Mrk 817,COS,,lede37l9q_x1d.fits,3.39,ok
Mrk 817,COS,,lede37lbq_x1d.fits,3.39,ok
Mrk 817,COS,,lede37ldq_x1d.fits,3.39,ok
Mrk 817,COS,,lede37lfq_x1d.fits,3.39,ok
Mrk 817,COS,,lede37lhq_x1d.fits,3.39,ok
Mrk 817,COS,,lede37ljq_x1d.fits,3.39,ok
Mrk 817,COS,,lede38010_x1dsum.fits,1.814,ok
Mrk 817,COS,,lede38020_x1dsum.fits,1.814,ok
