calib_level,common_name,dataRights,dataURI,dataproduct_type,description,filters,inst_family,obsID,obs_collection,obs_id,parent_obsid,productDocumentationURL,productFilename,productGroupDescription,productSubGroupDescription,productType,project,proposal_id,prvversion,size,type
2,NGC4151,PUBLIC,mast:HST/product/y0yc0402t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754310,HST,y0yc0402t,24754310,,y0yc0402t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0402t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754310,HST,y0yc0402t,24754310,,y0yc0402t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0403t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754311,HST,y0yc0403t,24754311,,y0yc0403t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0104t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754304,HST,y0yc0104t,24754304,,y0yc0104t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0604t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754316,HST,y0yc0604t,24754316,,y0yc0604t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0202t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754306,HST,y0yc0202t,24754306,,y0yc0202t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yd0103t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754319,HST,y0yd0103t,24754319,,y0yd0103t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,1141,,460800,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0203t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754307,HST,y0yc0203t,24754307,,y0yc0203t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0602t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754314,HST,y0yc0602t,24754314,,y0yc0602t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0204t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754308,HST,y0yc0204t,24754308,,y0yc0204t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0404t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754312,HST,y0yc0404t,24754312,,y0yc0404t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0102t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754302,HST,y0yc0102t,24754302,,y0yc0102t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y0yc0603t_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24754315,HST,y0yc0603t,24754315,,y0yc0603t_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,2498,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0306p_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24760246,HST,y2bs0306p,24760246,,y2bs0306p_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,5169,,51840,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y2bs0305p_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G130H,FOS,24760245,HST,y2bs0305p,24760245,,y2bs0305p_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,5169,,86400,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c5f.fits,spectrum,DADS C5F file - Calibrated exposure GHRS/FOS,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c5f.fits,Minimum Recommended Products,C5F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g030ct_c7f.fits,spectrum,DADS C7F file - Calibrated exposure FOS,G570H,FOS,24756360,HST,y19g030ct,24756360,,y19g030ct_c7f.fits,Minimum Recommended Products,C7F,SCIENCE,CALFOS,4220,,66240,S
2,NGC4151,PUBLIC,mast:HST/product/y19g0308t_c0f.fits,spectrum,DADS C0F file - Calibrated exposure WFPC/WFPC2/FOC/FOS/GHRS/HSP,G270H,FOS,24756356,HST,y19g0308t,24756356,,y19g0308t_c0f.fits,Minimum Recommended Products,C0F,SCIENCE,CALFOS,4220,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y19g0308t_c1f.fits,spectrum,DADS C1F file - Calibrated exposure WFPC/FOC/FOS/GHRS/HSP,G270H,FOS,24756356,HST,y19g0308t,24756356,,y19g0308t_c1f.fits,Minimum Recommended Products,C1F,SCIENCE,CALFOS,4220,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y19g0308t_c2f.fits,spectrum,DADS C2F file - Calibrated exposure WFPC/GHRS/FOS/HSP,G270H,FOS,24756356,HST,y19g0308t,24756356,,y19g0308t_c2f.fits,Minimum Recommended Products,C2F,SCIENCE,CALFOS,4220,,40320,S
2,NGC4151,PUBLIC,mast:HST/product/y19g0308t_c4f.fits,spectrum,DADS C4F file - Calibrated exposure GHRS/FOS,G270H,FOS,24756356,HST,y19g0308t,24756356,,y19g0308t_c4f.fits,Minimum Recommended Products,C4F,SCIENCE,CALFOS,4220,,40320,S
