ra_deg              , dec_deg             , em_min_aa           , em_max_aa          , all_instruments, mast_target_name            , total_exptime       , n_obs, proposal_ids                                                                             , z_rankine, rankine_name, rankine_sep_arcsec    , in_rankine, in_wushen, wushen_sep_arcsec         , z_wushen          , z_lyke            , wushen_name       , z_legacy         , name_legacy            , in_legacy_csv, legacy_sep_arcsec        , f1450_legacy          , z_src_legacy                              , z_kaspi, z_rm    , z_ned, ned_name, ned_z_flag, best_z            , z_source, em_max_aa_uv      , civ_obs_aa        , has_civ, in_sulentic2007, in_kaspi2000, in_barth2015, in_du2015, in_bentz2015, in_shen2016, in_matthews2021, catalog_flags, in_nls1_rk17, common_name
157.195887944745    , 39.30012115191499   ,  454.589            ,  2399.4503         , COS            , [VV98] J102847.0+391758     ,   8532.288          ,     2, "MULTI,13862"                                                                            ,          ,             ,    180.3921021435198  , False     , True     ,      0.09988102926419258  , 0.4725085969907454, 0.4730941653251648, 102847.00+391800.5,                  ,                        , False        , 14926.555911675847       ,                       ,                                           ,        ,         ,      ,         ,           , 0.4725085969907454, W       , 2399.4503         , 2285.333342529637 , True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , [VV98] J102847.0+391758
244.297593626982    , 6.6426351368732     ,  454.5897999999999  ,  2419.7502         , COS            , 2MASS J16171142+0638333     ,  26112.319999999996 ,     5, "MULTI,11598"                                                                            ,          ,             ,    895.8217472543182  , False     , True     ,      0.011835815103260747 , 0.2291917381085154, 0.229454          , 161711.42+063833.4, 0.229454         , SDSSJ161711.42+063833.4, True         ,     1.4532275283728657   , 4.0424898095459e-16   , DR16                                      ,        ,         ,      ,         ,           , 0.2291917381085154, W       , 2419.7502         , 1907.7055775444157, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , 2MASS J16171142+0638333
 12.07910933978625  , 39.68656802340438   , 1134.3594           ,  1796.0784999999998, COS            , ZTF J004818.97+394111.8     ,  55269.575999999994 ,    16, 11686                                                                                    ,          ,             ,  15350.136378271694   , False     , False    ,  13120.825839088324       ,                   ,                   ,                   , 0.135            , QSO0045+3926           , True         ,     0.11798786402946616  , 8.12781615410735e-15  , "Borisov, Voikhanskaya & Fabrika 1991"    ,        ,         ,      ,         ,           , 0.135             , *       , 1796.0784999999998, 1761.52           , True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , ZTF J004818.97+394111.8
142.15826923384202  , 60.42250545960199   ,  454.6034           ,  2399.4453         , COS            , SBSG 0924+606B              ,  15709.568000000005 ,     5, "MULTI,11598"                                                                            ,          ,             ,    577.4994219863875  , False     , True     ,      0.009176688455551547 , 0.2957152827083427, 0.29589           , 092837.98+602521.0,                  ,                        , False        , 18691.09604168039        ,                       ,                                           ,        ,         ,      ,         ,           , 0.2957152827083427, W       , 2399.4453         , 2010.9501187633477, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , SBSG 0924+606B
347.1900005480699   , -9.18998944895      ,  454.6454           ,  2419.6418         , COS            , LEDA 994116                 ,   5339.360000000001 ,     1, 11728                                                                                    ,          ,             ,   1365.9872688257474  , False     , True     ,      0.0025309689012768186, 0.192841161378267 , 0.193032          , 230845.60-091123.9, 0.193032         , SDSSJ230845.59-091123.9, True         ,     0.0027801114333015587, 2.0830666619318706e-15, DR16                                      ,        ,         ,      ,         ,           , 0.192841161378267 , W       , 2419.6418         , 1851.2894824590703, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , LEDA 994116
152.25861897854585  , 7.228843539752584   , 1134.3401           ,  3222.5626         , COS            , QSO J1009+0713              , 159019.392          ,    12, "MULTI,14708,17093,11598"                                                                ,          ,             ,    779.4502118065451  , False     , True     ,      0.02777090291351493  , 0.4563098405536901, 0.456524          , 100902.06+071343.8,                  ,                        , False        ,  8374.822856590648       ,                       ,                                           ,        ,         ,      ,         ,           , 0.4563098405536901, W       , 3222.5626         , 2260.192872539327 , True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , QSO J1009+0713
 98.94445541714715  , -75.27127922074145  , 1134.2804           ,  3301.0            , COS/FOS        , QSO J0635-7516              ,  22928.723937000002 ,     7, "11692,4044"                                                                             ,          ,             , 242796.26985213518    , False     , False    , 242796.26985213518        ,                   ,                   ,                   , 0.651            , J06357-7516            , True         ,     0.6059189020566577   , 3.0907610868966006e-15, Sul                                       ,        ,         ,      ,         ,           , 0.651             , *       , 3301.0            , 2562.352          , True   , True           , False       , False       , False    , False       , False      , False          ,             0, False       , QSO J0635-7516
 95.78206850421002  , -64.60575625319     , 1134.4102           ,  1760.711          , COS            , QSO J0623-6436              ,   8032.768000000001 ,     1, 11692                                                                                    ,          ,             , 217276.00105009752    , False     , False    , 216859.6442966329         ,                   ,                   ,                   , 0.129            , IRAS-L06229-6434       , True         ,     0.18970422081615856  , 8.0070886221097e-15   , https://arxiv.org/pdf/1710.10703.pdf      ,        ,         ,      ,         ,           , 0.129             , *       , 1760.711          , 1752.208          , True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , QSO J0623-6436
  9.09585627417     , 43.2778209278       , 1134.3986           ,  1748.9975999999997, COS            , LEDA 3095439                ,  11600.544000000002 ,     1, 11632                                                                                    ,          ,             ,  26148.330070791213   , False     , False    ,  25557.40978826801        ,                   ,                   ,                   , 0.12             , HS-0033+4300           , True         ,     0.3982644351599408   , 1.4103389010877802e-15, https://arxiv.org/pdf/1506.00635.pdf      ,        ,         ,      ,         ,           , 0.12              , *       , 1748.9975999999997, 1738.2400000000002, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , LEDA 3095439
205.71501345679997  , -0.895956589534227  , 1067.1222999999998  ,  2330.0            , COS/FOS        , LBQS 1340-0038              ,  61543.28466391041  ,    15, "MULTI,17076,13033,11598,5456"                                                           ,          ,             ,    637.8245994610753  , False     , True     ,      0.15412534445809947  , 0.3269400977285094, 0.326537          , 134251.60-005345.3,                  ,                        , False        , 21068.51859791589        ,                       ,                                           ,        ,         ,      ,         ,           , 0.3269400977285094, W       , 2330.0            , 2059.4110316746464, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , LBQS 1340-0038
177.835186143991    , 54.625828692679     , 1140.0              ,  3301.0            , COS/FOS        , LB 2126                     ,  77455.57297458037  ,    10, "MULTI,6220,4952"                                                                        ,          ,             ,    289.58327188055205 , False     , True     ,      0.13017907195854017  , 0.9767036167678352, 0.975979          , 115120.45+543733.0,                  ,                        , False        , 18419.54082785886        ,                       ,                                           ,        ,         ,      ,         ,           , 0.9767036167678352, W       , 3301.0            , 3067.84401322368  , True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , LB 2126
174.98764617070916  , 65.79703205470291   , 1134.3644           ,  4822.0            , COS/FOS        , ICRF J113957.0+654749       ,  77641.342624       ,    24, "11541,4044,2424,2578"                                                                   ,          ,             ,    570.5949961144048  , False     , False    ,    484.2587806526851      ,                   ,                   ,                   , 0.6465           , 3C263                  , True         ,     0.21311100870955166  , 5.12346655293758e-15  , Sul                                       ,        ,         ,      ,         ,           , 0.6465            , *       , 4822.0            , 2555.368          , True   , True           , False       , False       , False    , False       , False      , False          ,             0, False       , ICRF J113957.0+654749
119.08364293399     , 30.75985346626      ,  450.4125           ,  2420.9446999999996, COS            , [VV2006] J075620.1+304535   ,  11415.52           ,     1, 11728                                                                                    ,          ,             ,    542.7807605540016  , False     , True     ,      0.05452338611602666  , 0.2357046557050597, 0.235748          , 075620.07+304535.4, 0.235748         , SDSSJ075620.08+304535.3, True         ,     1.121245062450968    , 4.39063369478915e-16  , DR16                                      ,        ,         ,      ,         ,           , 0.2357046557050597, W       , 2420.9446999999996, 1917.8136256542527, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , [VV2006] J075620.1+304535
200.43737344195     , 3.51548543826       ,  454.609            ,  2400.9233         , COS            , ATO J200.4373+03.5154       ,   2178.176          ,     1, 11728                                                                                    ,          ,             ,    709.7074641062213  , False     , True     ,      0.03650663748596166  , 0.2685675796918334, 0.268833          , 132144.97+033055.7, 0.268833         , SDSSJ132144.97+033055.7, True         ,     1.343011716809194    ,                       , DR16                                      ,        ,         ,      ,         ,           , 0.2685675796918334, W       , 2400.9233         , 1968.8168836817256, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , ATO J200.4373+03.5154
209.30250958832804  , 17.078902617742003  , 1134.3728           ,  1796.0394         , COS            , 2MASS J13571260+1704439     ,  22007.872          ,     5, 12248                                                                                    ,          ,             ,    861.2145134381814  , False     , True     ,      0.17277138600181247  , 0.1509047488583722, 0.1505            , 135712.61+170444.1, 0.15             , SDSSJ135712.61+170444.1, True         ,     1.6876527415255218   , 3.3818617383445704e-15, https://arxiv.org/pdf/1507.06317.pdf      ,        ,         ,      ,         ,           , 0.1509047488583722, W       , 1796.0394         , 1786.2041702281936, True   , False          , False       , False       , False    , False       , False      , False          ,             0, False       , 2MASS J13571260+1704439
