intentType,obs_collection,provenance_name,instrument,project,filters,wave_region,mast_target_name,target_classification,obs_id,ra_deg,dec_deg,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID,wave_min,wave_max,common_name,inst_family
science,HST,CALCOS,COS/FUV,HST,G130M,UV,1H1613-097,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y14s2q,243.8295,-9.603694444444,spectrum,"Fox, Andrew J.",1,56903.79765752315,56903.798907523145,108.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57268.93508089,13448,GO,,CIRCLE 243.8295 -9.6036944 0.00034722,,mast:HST/product/lc8y14s2q_rawacq.fits,PUBLIC,False,,24149279,891610432,115.0,145.0,2MASS J16151905-0936132,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,1H1613-097,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y14010,243.8295,-9.603694444444,spectrum,"Fox, Andrew J.",3,56903.80325297454,56903.94755833333,4832.799999999999,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57269.02704852,13448,GO,,POLYGON -116.1705368099999 -9.6040397199998324 -116.17039118000012 -9.6040246300000618 -116.17026436000003 -9.6039524299999446 -116.17017829000007 -9.6038356300000487 -116.17014784000004 -9.6036943999999327 -116.17017829000001 -9.6035531699999677 -116.17026436000009 -9.60343637000011 -116.17039117999995 -9.6033641699998533 -116.1705368099999 -9.6033490799999637 -116.17067607999996 -9.6033936999999678 -116.17078489999997 -9.60349031000008 -116.17084445999998 -9.6036222099999655 -116.1708444600001 -9.6037665900001 -116.17078489999993 -9.6038984899999 -116.17067608000009 -9.6039950999999473 -116.1705368099999 -9.6040397199998324 -116.1705368099999 -9.6040397199998324,mast:HST/product/lc8y14010_x1dsum.png,mast:HST/product/lc8y14010_x1dsum.fits,PUBLIC,False,,24845565,1007558446,115.0,145.0,2MASS J16151905-0936132,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,1H1613-097,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y14020,243.8295,-9.603694444444,spectrum,"Fox, Andrew J.",3,56903.979838541665,56904.146609375,8653.696,UV,140.5,177.5,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57269.2371181,13448,GO,,POLYGON -116.1705368099999 -9.6040397199998324 -116.17039118000012 -9.6040246300000618 -116.17026436000003 -9.6039524299999446 -116.17017829000007 -9.6038356300000487 -116.17014784000004 -9.6036943999999327 -116.17017829000001 -9.6035531699999677 -116.17026436000009 -9.60343637000011 -116.17039117999995 -9.6033641699998533 -116.1705368099999 -9.6033490799999637 -116.17067607999996 -9.6033936999999678 -116.17078489999997 -9.60349031000008 -116.17084445999998 -9.6036222099999655 -116.1708444600001 -9.6037665900001 -116.17078489999993 -9.6038984899999 -116.17067608000009 -9.6039950999999473 -116.1705368099999 -9.6040397199998324 -116.1705368099999 -9.6040397199998324,mast:HST/product/lc8y14020_x1dsum.png,mast:HST/product/lc8y14020_x1dsum.fits,PUBLIC,False,,24845566,1007564199,140.5,177.5,2MASS J16151905-0936132,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,1H1613-097,,hst_hasp_13448_cos_1h1613-097_lc8y,243.8295,-9.60369444408901,spectrum,Fox,2,56903.803252314814,56904.1466087963,13486.496,UV,113.12826,177.83295,,57272.21535881,13448,HASP,,CIRCLE 243.8295 -9.603694444444 0.00034722222222222224,mast:HST/product/hasp/hst_13448_cos_1h1613-097_g130m-g160m_lc8y14_cspec.png,mast:HST/product/hasp/hst_13448_cos_1h1613-097_g130m-g160m_lc8y_cspec.fits,PUBLIC,False,,199068717,1102177584,113.12826,177.83295,2MASS J16151905-0936132,COS
science,HST,CALCOS,COS/FUV,HST,G140L,UV,SDSSJ132144.97+033055.7,UNIDENTIFIED;ACCRETION DISK;BLR,lb1418010,200.437375,3.515472222222,spectrum,"Heckman, Timothy M.",3,55682.75588568287,55682.7810940162,2178.176,UV,123.0,205.0,The Impact of Starbursts on the Gaseous Halos of Galaxies,56048.82571744,11728,GO,,CIRCLE 200.437375 3.5154722 0.00034722,mast:HST/product/lb1418010_x1dsum.png,mast:HST/product/lb1418010_x1dsum.fits,PUBLIC,False,,24840825,1006521601,123.0,205.0,ATO J200.4373+03.5154,COS
science,HST,HASP,COS,HASP,G140L,EUV;UV,SDSSJ132144.97+033055.7,,hst_hasp_11728_cos_sdssj132144d97p033055d7_lb14,200.43737500066666,3.5154722213656515,spectrum,Heckman,2,55682.75587962963,55682.78108796296,2178.176,EUV;UV,45.4609,240.09233,,56096.20966437,11728,HASP,,CIRCLE 200.437375 3.515472222222 0.00034722222222222224,mast:HST/product/hasp/hst_11728_cos_sdssj132144d97p033055d7_cg140l_lb1418_cspec.png,mast:HST/product/hasp/hst_11728_cos_sdssj132144d97p033055d7_cg140l_lb14_cspec.fits,PUBLIC,False,,198950476,1103739057,45.4609,240.09233,ATO J200.4373+03.5154,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,ESO462-G09,,hst_hasp_13448_cos_eso462-g09_lc8y,305.464833332,-31.28975000031972,spectrum,Fox,2,56749.878125,56750.169386574074,13676.352,UV,113.13856,177.84679,,57272.21535881,13448,HASP,,CIRCLE 305.4648333333 -31.28975 0.00034722222222222224,mast:HST/product/hasp/hst_13448_cos_eso462-g09_g130m-g160m_lc8y07_cspec.png,mast:HST/product/hasp/hst_13448_cos_eso462-g09_g130m-g160m_lc8y_cspec.fits,PUBLIC,False,,199067822,1102177726,113.13856,177.84679,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,ESO462-G09,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y07wkq,305.4648333333,-31.28975,spectrum,"Fox, Andrew J.",1,56749.87265590278,56749.87388275463,106.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57115.12594902,13448,GO,,CIRCLE 305.46483333 -31.28975 0.00034722,,mast:HST/product/lc8y07wkq_rawacq.fits,PUBLIC,False,,24149210,891597925,115.0,145.0,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,ESO462-G09,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y07wlq,305.4648333333,-31.28975,spectrum,"Fox, Andrew J.",1,56749.8758965625,56749.875931284725,3.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57115.1260069,13448,GO,,CIRCLE 305.46483333 -31.28975 0.00034722,,mast:HST/product/lc8y07wlq_rawacq.fits,PUBLIC,False,,24149211,891598371,115.0,145.0,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,ESO462-G09,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y07wjq,305.4648333333,-31.28975,spectrum,"Fox, Andrew J.",1,56749.869521099536,56749.872460914354,254.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57115.12589115,13448,GO,,CIRCLE 305.46483333 -31.28975 0.00034722,,mast:HST/product/lc8y07wjq_rawacq.fits,PUBLIC,False,,24149209,891598378,115.0,145.0,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,ESO462-G09,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y07010,305.4648333333,-31.28975,spectrum,"Fox, Andrew J.",3,56749.878135844905,56749.970161377314,4920.768,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57115.2114236,13448,GO,,POLYGON -54.535041109999874 -31.290080230000111 -54.534894789999989 -31.290008030000116 -54.53479548 -31.289891229999778 -54.534760350000091 -31.289749999999941 -54.534795479999957 -31.289608770000026 -54.534894790000095 -31.289491960000003 -54.535041109999987 -31.289419770000112 -54.535209140000035 -31.289404680000082 -54.535369830000072 -31.289449299999973 -54.535495389999959 -31.289545910000097 -54.535564109999932 -31.289677809999947 -54.535564109999854 -31.289822190000066 -54.535495389999973 -31.28995408999981 -54.535369829999937 -31.290050700000169 -54.535209139999978 -31.290095319999914 -54.535041109999874 -31.290080230000111 -54.535041109999874 -31.290080230000111,mast:HST/product/lc8y07010_x1dsum.png,mast:HST/product/lc8y07010_x1dsum.fits,PUBLIC,False,,24845553,1007564178,115.0,145.0,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,ESO462-G09,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y07020,305.4648333333,-31.28975,spectrum,"Fox, Andrew J.",3,56750.00208248843,56750.16939730324,8755.584,UV,140.5,177.5,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57115.3394213,13448,GO,,POLYGON -54.535041109999874 -31.290080230000111 -54.534894789999989 -31.290008030000116 -54.53479548 -31.289891229999778 -54.534760350000091 -31.289749999999941 -54.534795479999957 -31.289608770000026 -54.534894790000095 -31.289491960000003 -54.535041109999987 -31.289419770000112 -54.535209140000035 -31.289404680000082 -54.535369830000072 -31.289449299999973 -54.535495389999959 -31.289545910000097 -54.535564109999932 -31.289677809999947 -54.535564109999854 -31.289822190000066 -54.535495389999973 -31.28995408999981 -54.535369829999937 -31.290050700000169 -54.535209139999978 -31.290095319999914 -54.535041109999874 -31.290080230000111 -54.535041109999874 -31.290080230000111,mast:HST/product/lc8y07020_x1dsum.png,mast:HST/product/lc8y07020_x1dsum.fits,PUBLIC,False,,24845554,1007569160,140.5,177.5,ESO 462-9,COS
science,HST,CALCOS,COS/FUV,HST,G140L,UV,SDSSJ222634.07-090106.2,GALAXY;STARBURST,ldie01010,336.6419583333,-9.018388888889,spectrum,"Heckman, Timothy M.",3,58263.686324305556,58263.842493206015,7681.728,UV,123.0,205.0,Testing a New Method for Finding Leaky Galaxies: Implications for the Epoch of Reionization,58264.16413185,15341,GO,,POLYGON -23.35772049999996 -9.018530129999986 -23.357690100000035 -9.0183888999998416 -23.357720499999967 -9.0182476699999459 -23.357806429999918 -9.0181308700000233 -23.357933030000034 -9.01805866999987 -23.358078420000165 -9.0180435799999987 -23.358217450000112 -9.0180882000001219 -23.358326089999938 -9.0181848100000561 -23.358385549999962 -9.0183167100001214 -23.358385549999905 -9.0184610899998745 -23.35832609000003 -9.0185929899999238 -23.358217449999938 -9.0186896000000214 -23.358078420000098 -9.01873421999989 -23.35793302999998 -9.0187191300000684 -23.357806429999993 -9.0186469299998535 -23.35772049999996 -9.018530129999986 -23.35772049999996 -9.018530129999986,mast:HST/product/ldie01010_x1dsum.png,mast:HST/product/ldie01010_x1dsum.fits,PUBLIC,False,,26106129,1007338131,123.0,205.0,FBQS J2226-0901,COS
science,HST,HASP,COS,HASP,G140L,UV,SDSSJ222634.07-090106.2,,hst_hasp_15341_cos_sdssj222634d07-090106d2_ldie,336.6419583333333,-9.018388890083488,spectrum,Heckman,2,58263.686319444445,58263.84248842593,7681.728,UV,111.02803,227.9623,,58387.37753468,15341,HASP,,CIRCLE 336.6419583333 -9.018388888889 0.00034722222222222224,mast:HST/product/hasp/hst_15341_cos_sdssj222634d07-090106d2_cg140l_ldie01_cspec.png,mast:HST/product/hasp/hst_15341_cos_sdssj222634d07-090106d2_cg140l_ldie_cspec.fits,PUBLIC,False,,199015786,1103609736,111.02803,227.9623,FBQS J2226-0901,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj19010,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58336.097496180555,58336.126963773146,2546.208,UV,115.0,145.0,Finding the missing metals around the Universes most prodigious polluters,58520.20612262,15227,GO,,CIRCLE 195.150875 13.7849111 0.00034722,mast:HST/product/ldnj19010_x1dsum.png,mast:HST/product/ldnj19010_x1dsum.fits,PUBLIC,False,,26114930,1007334659,115.0,145.0,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj19020,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58336.159578391205,58336.19338619213,2816.288,UV,140.5,177.5,Finding the missing metals around the Universes most prodigious polluters,58520.27552083,15227,GO,,POLYGON -164.84876748 13.7849111 -164.84879839 13.78505233 -164.84888577000004 13.78516913 -164.84901451999997 13.78524133 -164.84916237 13.78525642 -164.84930376 13.7852118 -164.84941424 13.78511519 -164.84947470999998 13.78498329 -164.84947469999997 13.78483891 -164.84941424 13.78470701 -164.84930376 13.7846104 -164.84916237 13.78456578 -164.84901451999997 13.78458087 -164.84888577000004 13.78465307 -164.84879839 13.78476987 -164.84876748 13.7849111 -164.84876748 13.7849111,mast:HST/product/ldnj19020_x1dsum.png,mast:HST/product/ldnj19020_x1dsum.fits,PUBLIC,False,,26114932,1007363539,140.5,177.5,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj18010,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58338.21624505787,58338.24571265046,2546.208,UV,115.0,145.0,Finding the missing metals around the Universes most prodigious polluters,58522.37001162,15227,GO,,CIRCLE 195.150875 13.7849111 0.00034722,mast:HST/product/ldnj18010_x1dsum.png,mast:HST/product/ldnj18010_x1dsum.fits,PUBLIC,False,,26115366,1007372559,115.0,145.0,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj19030,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58336.22578209491,58336.2595900463,2797.0,UV,115.0,145.0,Finding the missing metals around the Universes most prodigious polluters,58520.58396987,15227,GO,,POLYGON -164.84876748 13.7849111 -164.84879839 13.78505233 -164.84888577000004 13.78516913 -164.84901451999997 13.78524133 -164.84916237 13.78525642 -164.84930376 13.7852118 -164.84941424 13.78511519 -164.84947470999998 13.78498329 -164.84947469999997 13.78483891 -164.84941424 13.78470701 -164.84930376 13.7846104 -164.84916237 13.78456578 -164.84901451999997 13.78458087 -164.84888577000004 13.78465307 -164.84879839 13.78476987 -164.84876748 13.7849111 -164.84876748 13.7849111,mast:HST/product/ldnj19030_x1dsum.png,mast:HST/product/ldnj19030_x1dsum.fits,PUBLIC,False,,26115179,1007377785,115.0,145.0,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj18020,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58338.27831689815,58338.37845552083,5634.5599999999995,UV,140.5,177.5,Finding the missing metals around the Universes most prodigious polluters,58522.51121526,15227,GO,,POLYGON -164.84876748000005 13.784911100000116 -164.84879838999998 13.785052330000044 -164.84888577000018 13.785169129999899 -164.84901451999997 13.785241330000039 -164.84916236999987 13.785256420000142 -164.84930376000005 13.785211799999969 -164.84941424000007 13.785115189999976 -164.8494747099999 13.784983289999888 -164.84947470000009 13.784838909999838 -164.84941423999996 13.784707010000032 -164.84930375999997 13.784610399999947 -164.84916237000004 13.784565780000026 -164.84901451999994 13.784580869999806 -164.84888577000004 13.784653069999953 -164.84879839000004 13.784769869999877 -164.84876748000005 13.784911100000116 -164.84876748000005 13.784911100000116,mast:HST/product/ldnj18020_x1dsum.png,mast:HST/product/ldnj18020_x1dsum.fits,PUBLIC,False,,26115413,1007377787,140.5,177.5,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,PGC-1440438,EXT-MEDIUM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC;EJECTA;WIND,ldnj19040,195.150875,13.78491111111,spectrum,"Burchett, Joseph Neil",3,58336.29199730324,58336.32580505787,2816.192,UV,140.5,177.5,Finding the missing metals around the Universes most prodigious polluters,58520.63784722,15227,GO,,POLYGON -164.84876748 13.7849111 -164.84879839 13.78505233 -164.84888577000004 13.78516913 -164.84901451999997 13.78524133 -164.84916237 13.78525642 -164.84930376 13.7852118 -164.84941424 13.78511519 -164.84947470999998 13.78498329 -164.84947469999997 13.78483891 -164.84941424 13.78470701 -164.84930376 13.7846104 -164.84916237 13.78456578 -164.84901451999997 13.78458087 -164.84888577000004 13.78465307 -164.84879839 13.78476987 -164.84876748 13.7849111 -164.84876748 13.7849111,mast:HST/product/ldnj19040_x1dsum.png,mast:HST/product/ldnj19040_x1dsum.fits,PUBLIC,False,,26115186,1007377796,140.5,177.5,LEDA 1440438,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,PGC-1440438,,hst_hasp_15227_cos_pgc-1440438_ldnj,195.15087499999998,13.784911110129066,spectrum,Burchett,2,58336.09748842593,58338.37844907407,17757.632,UV,112.99649000000001,180.23913,,58959.22539351,15227,HASP,,CIRCLE 195.150875 13.78491111111 0.00034722222222222224,mast:HST/product/hasp/hst_15227_cos_pgc-1440438_g130m-g160m_ldnj18_cspec.png,mast:HST/product/hasp/hst_15227_cos_pgc-1440438_g130m-g160m_ldnj_cspec.fits,PUBLIC,False,,199015726,1103824790,112.99649000000001,180.23913,LEDA 1440438,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,HS-0033+4300,GALAXY;NUCLEUS,lb2f03060,9.09575,43.27786111111,spectrum,"Rich, R. Michael",3,55110.40737673611,55110.43579108796,2455.168,UV,115.0,145.0,The Gaseous Corona of M31,55475.55753457,11632,GO,,CIRCLE 9.09575 43.2778611 0.00034722,mast:HST/product/lb2f03060_x1dsum.png,mast:HST/product/lb2f03060_x1dsum.fits,PUBLIC,False,,24841013,1006539372,115.0,145.0,LEDA 3095439,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,HS-0033+4300,GALAXY;NUCLEUS,lb2f03070,9.09575,43.27786111111,spectrum,"Rich, R. Michael",3,55110.467631168984,55110.6354090625,9145.376,UV,140.5,177.5,The Gaseous Corona of M31,55475.8287846,11632,GO,,POLYGON 9.0952835 43.27793329 9.0952835 43.27778891 9.09536416 43.27765701 9.09551154 43.2775604 9.09570015 43.27751578 9.09589738 43.27753087 9.09606912 43.27760306 9.09618569 43.27771987 9.09622693 43.2778611 9.09618569 43.27800233 9.09606913 43.27811913 9.09589738 43.27819133 9.09570015 43.27820642 9.09551154 43.2781618 9.09536416 43.27806519 9.0952835 43.27793329 9.0952835 43.27793329,mast:HST/product/lb2f03070_x1dsum.png,mast:HST/product/lb2f03070_x1dsum.fits,PUBLIC,False,,24841014,1006550862,140.5,177.5,LEDA 3095439,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,HS-0033+4300,,hst_hasp_11632_cos_hs-0033p4300_lb2f,9.09575000133334,43.27786111049536,spectrum,Rich,2,55110.407372685186,55110.635405092595,11600.544000000002,UV,113.43986,174.89976,,55476.61348375,11632,HASP,,CIRCLE 9.09575 43.27786111111 0.00034722222222222224,mast:HST/product/hasp/hst_11632_cos_hs-0033p4300_g130m-g160m_lb2f03_cspec.png,mast:HST/product/hasp/hst_11632_cos_hs-0033p4300_g130m-g160m_lb2f_cspec.fits,PUBLIC,False,,199065949,1103738990,113.43986,174.89976,LEDA 3095439,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04gsq,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",1,55408.19787653935,55408.207864965276,863.0,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55773.30483799,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,,mast:HST/product/lb3j04gsq_rawacq.fits,PUBLIC,False,,24136514,891432878,115.0,145.0,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04gtq,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",1,55408.21304984954,55408.21484383102,155.0,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55773.30535878,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,,mast:HST/product/lb3j04gtq_rawacq.fits,PUBLIC,False,,24136515,891432881,115.0,145.0,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04guq,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",1,55408.21661478009,55408.216684224535,6.0,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55773.3057754,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,,mast:HST/product/lb3j04guq_rawacq.fits,PUBLIC,False,,24136516,891432882,115.0,145.0,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04030,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",3,55408.281537002316,55408.30601623843,1933.344,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55773.44273147,11692,GO,,POLYGON 69.62176872 -61.79936417 69.62146487 -61.79934908 69.62117429 -61.7993937 69.62094723 -61.79949031 69.62082296 -61.79962221 69.62082295 -61.79976659 69.62094722 -61.79989849 69.62117428 -61.7999951 69.62146486 -61.80003972 69.62176873 -61.80002463 69.62203333 -61.79995243 69.62221292 -61.79983563 69.62227644 -61.7996944 69.62221291 -61.79955317 69.62203332 -61.79943636 69.62176872 -61.79936417 69.62176872 -61.79936417,mast:HST/product/lb3j04030_x1dsum.png,mast:HST/product/lb3j04030_x1dsum.fits,PUBLIC,False,,24841060,1007490471,140.5,177.5,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04010,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",3,55408.2180184838,55408.24669903935,2478.208,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55773.3109491,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,mast:HST/product/lb3j04010_x1dsum.png,mast:HST/product/lb3j04010_x1dsum.fits,PUBLIC,False,,24841058,1007491555,115.0,145.0,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04020,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",3,55408.24931478009,55408.274199039355,2150.208,UV,115.0,145.0,The LMC as a QSO Absorption Line System,55773.31103012,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,mast:HST/product/lb3j04020_x1dsum.png,mast:HST/product/lb3j04020_x1dsum.fits,PUBLIC,False,,24841059,1007507068,115.0,145.0,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G160M,UV,RBS563,ISM;ABSORPTION LINE SYSTEM - EXTRAGALACTIC,lb3j04040,69.62154166667,-61.79969444444,spectrum,"Howk, Jay Christopher",3,55408.30895625,55408.330657638886,1875.2,UV,140.5,177.5,The LMC as a QSO Absorption Line System,55773.4411921,11692,GO,,CIRCLE 69.62154167 -61.7996944 0.00034722,mast:HST/product/lb3j04040_x1dsum.png,mast:HST/product/lb3j04040_x1dsum.fits,PUBLIC,False,,24841061,1007507074,140.5,177.5,LEDA 3095694,COS
science,HST,HASP,COS,HASP,G130M;G160M,UV,RBS563,,hst_hasp_11692_cos_rbs563_lb3j,69.62154166599998,-61.799694443647745,spectrum,Howk,2,55408.21800925926,55408.33064814815,8436.960000000001,UV,113.42360000000001,176.0759,,55827.78751157,11692,HASP,,CIRCLE 69.62154166667 -61.79969444444 0.00034722222222222224,mast:HST/product/hasp/hst_11692_cos_rbs563_g130m-g160m_lb3j04_cspec.png,mast:HST/product/hasp/hst_11692_cos_rbs563_g130m-g160m_lb3j_cspec.fits,PUBLIC,False,,198950493,1103834602,113.42360000000001,176.0759,LEDA 3095694,COS
science,HST,CALCOS,COS/FUV,HST,G140L,UV,LY34,GALAXY;STAR FORMING REGION,lcp135010,178.4422916667,56.32649166667,spectrum,"McCandliss, Stephan Robert",3,57170.31580324074,57170.32396396991,600.0,UV,123.0,205.0,High efficiency SNAP survey for Lyman alpha emitters at low redshift,57170.46141202,13761,SNAP,,POLYGON 178.4429179 56.3264917 178.44286376 56.32663293 178.4427107 56.32674973 178.44248519 56.32682193 178.44222621 56.32683702 178.44197855 56.3267924 178.44178504 56.32669579 178.44167912 56.32656389 178.44167912 56.32641951 178.44178504 56.32628761 178.44197856 56.326191 178.44222621 56.32614638 178.44248518 56.32616147 178.4427107 56.32623366 178.44286376 56.32635047 178.4429179 56.3264917 178.4429179 56.3264917,mast:HST/product/lcp135010_x1dsum.png,mast:HST/product/lcp135010_x1dsum.fits,PUBLIC,False,,24984419,1006753806,123.0,205.0,LEDA 3096080,COS
science,HST,HASP,COS,HASP,G140L,XRAY;EUV;UV,LY34,,hst_hasp_13761_cos_ly34_lcp1,178.4422916673333,56.326491666789565,spectrum,McCandliss,2,57170.31579861111,57170.323958333334,599.9359999999999,XRAY;EUV;UV,3.9787300000000005,240.0931,,57637.2210996,13761,HASP,,CIRCLE 178.4422916667 56.32649166667 0.00034722222222222224,mast:HST/product/hasp/hst_13761_cos_ly34_cg140l_lcp135_cspec.png,mast:HST/product/hasp/hst_13761_cos_ly34_cg140l_lcp1_cspec.fits,PUBLIC,False,,199016308,1102177177,3.9787300000000005,240.0931,LEDA 3096080,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS1666,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y11j6q,301.4708333333,-41.57836111111,spectrum,"Fox, Andrew J.",1,56906.31284456018,56906.315784375,254.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57271.59630783,13448,GO,,CIRCLE 301.47083333 -41.5783611 0.00034722,,mast:HST/product/lc8y11j6q_rawacq.fits,PUBLIC,False,,24149245,891607575,115.0,145.0,LEDA 3096578,COS
science,HST,CALCOS,COS/FUV,HST,G130M,UV,RBS1666,ISM;CORONAL GAS;HALO;HIGH VELOCITY CLOUD;INTERMEDIATE VELOCITY CLOUD;WIND,lc8y11j8q,301.4708333333,-41.57836111111,spectrum,"Fox, Andrew J.",1,56906.31920853009,56906.319243252314,3.0,UV,115.0,145.0,The Closest Galactic Wind: UV Properties of the Milky Ways Nuclear Outflow,57271.59642357,13448,GO,,CIRCLE 301.47083333 -41.5783611 0.00034722,,mast:HST/product/lc8y11j8q_rawacq.fits,PUBLIC,False,,24149247,891607589,115.0,145.0,LEDA 3096578,COS
