mast_target_name,ra_deg,dec_deg,em_min_aa,em_max_aa,obs_id,t_exptime,instrument,target_classification,proposal_id,calib_level,query_classif
WAVE,,,1140.0,1606.0,y26y1g01t,60.0,FOS/BL,,5535,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26y1o04t,16.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y1m04t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y1e04t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1573.0,2330.0,y26y1o03t,24.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y1o02t,24.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3540.0,9022.0,y26y1n02t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26y1m01t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,2221.0,3301.0,y26y1l05t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1l04t,80.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1l03t,8.0,FOS/BL,,5535,2,unfiltered
PKS1148-001,177.68275,-0.3986388888889,,,y24n0501t,35.70750045776,FOS/BL,GALAXY;QUASAR;BLR;;EXT-MEDIUM;AB,5095,1,unfiltered
WAVE,,,1573.0,2330.0,y29a0404t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5403t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5405t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5404t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5406t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5407t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,2221.0,3301.0,y26d0j07t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1500.0,8950.0,y26d0l02t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1140.0,2508.0,y26d0l04t,18.0,FOS/BL,,5530,2,unfiltered
WAVE,,,3540.0,9022.0,y26d0l03t,6.0,FOS/BL,,5530,2,unfiltered
TALED,65.47894160711,19.54848562452,,,y26d0l01t,66.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1573.0,2330.0,y29a0606t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a0607t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,3240.0,4822.0,y26d0l06t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1573.0,2330.0,y29a0601t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y26d0l08t,36.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1140.0,1606.0,y26d0l09t,89.99813079834,FOS/BL,,5530,2,unfiltered
WAVE,,,1573.0,2330.0,y29a0605t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1573.0,2330.0,y29a5402t,480.0,FOS/BL,,5528,2,unfiltered
WAVE,,,1500.0,8950.0,y26y0x04t,80.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3240.0,4822.0,y26y0x01t,16.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y0z03t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26y0y01t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y0y04t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1573.0,2330.0,y26y0y02t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,2221.0,3301.0,y26y0x05t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y1002t,24.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3240.0,4822.0,y26y0z01t,4.0,FOS/BL,,5535,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1302t,460.0,FOS/BL,,5532,2,unfiltered
MRK78-POS1,115.6731058333,65.17689555556,,,y2ba0203t,700.0,FOS/BL,GALAXY;SEYFERT;NLR;KNOT;,5471,1,unfiltered
WAVE,,,2221.0,3301.0,y26y0z05t,4.0,FOS/BL,,5535,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1203t,460.0,FOS/BL,,5532,2,unfiltered
WAVE,,,1140.0,1606.0,y26y1001t,60.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1573.0,2330.0,y26y1003t,24.0,FOS/BL,,5535,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26y1601t,32.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3540.0,9022.0,y26y1502t,28.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3240.0,4822.0,y26y1501t,16.0,FOS/BL,,5535,2,unfiltered
BD+28D4211,327.79625,28.86438888889,3240.0,4822.0,y2et0f0qt,180.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
WAVE,,,1140.0,1606.0,y26y1603t,127.9987487793,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1703t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1504t,80.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1704t,2.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3540.0,9022.0,y26y1702t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,3240.0,4822.0,y26y1701t,4.0,FOS/BL,,5535,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,1606.0,y2et0f0pt,370.9912719727,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,2221.0,3301.0,y2et0f0lt,120.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
WAVE,,,1140.0,1606.0,y26y1801t,60.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1573.0,2330.0,y26y1803t,24.0,FOS/BL,,5535,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,2508.0,y2et0f0ht,54.99984741211,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1500.0,8950.0,y2et0f0mt,30.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,2508.0,y2et0f0bt,54.99984741211,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1500.0,8950.0,y2et0f0st,30.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1573.0,2330.0,y2et0f0ct,199.996887207,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,1606.0,y2et0f0dt,370.9912719727,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1573.0,2330.0,y2et0f0it,199.996887207,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,2221.0,3301.0,y2et0f09t,120.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1573.0,2330.0,y2et0f06t,199.996887207,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,1606.0,y2et0f07t,370.9912719727,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+28D4211,327.79625,28.86438888889,1140.0,2508.0,y2et0f05t,54.99984741211,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
HZ-44,200.8975,36.13333333333,3240.0,4822.0,y2et0d08t,480.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1d04t,80.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1500.0,8950.0,y26y1f03t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,2221.0,3301.0,y26y1d05t,32.0,FOS/BL,,5535,2,unfiltered
HZ-44,200.8975,36.13333333333,2221.0,3301.0,y2et0d09t,90.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
HZ-44,200.8975,36.13333333333,2221.0,3301.0,y2et0d0at,210.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
WAVE,,,1140.0,1606.0,y26y1e03t,127.9987487793,FOS/BL,,5535,2,unfiltered
HZ-44,200.8975,36.13333333333,1140.0,1606.0,y2et0d07t,480.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
WAVE,,,2221.0,3301.0,y26y1f05t,4.0,FOS/BL,,5535,2,unfiltered
WAVE,,,1140.0,2508.0,y26y1g02t,24.0,FOS/BL,,5535,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26y1g04t,16.0,FOS/BL,,5535,2,unfiltered
MRK78-OFFSET,115.6510361345,65.18356206081,,,y2ba0202t,27.0,FOS/BL,STAR;G V-IV;,5471,1,unfiltered
BD+75D325,122.7054166667,74.96597222222,1573.0,2330.0,y2et0906t,99.99844360352,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+75D325,122.7054166667,74.96597222222,3240.0,4822.0,y2et0908t,90.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+75D325,122.7052675401,74.96595907645,2221.0,3301.0,y2et0904t,100.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,1,unfiltered
BD+75D325,122.7059865392,74.96627222646,2221.0,3301.0,y2et0901t,3.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,1,unfiltered
ARP102B,259.810394376,48.98013548166,,,y2bk0201t,12.5999994278,FOS/BL,GALAXY;ELLIPTICAL;RADIO GALAXY;I,5428,1,unfiltered
ARP102B,259.8106010545,48.98047835488,,,y2bk0107t,750.0,FOS/BL,GALAXY;ELLIPTICAL;RADIO GALAXY;I,5428,1,unfiltered
BD+75D325,122.7054166667,74.96597222222,2221.0,3301.0,y2et0909t,60.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+33D2642,237.9995546038,32.94858853903,2221.0,3301.0,y2et0504t,100.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,1,unfiltered
BD+33D2642,237.9995614014,32.94898149281,2221.0,3301.0,y2et0502t,12.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,1,unfiltered
BD+33D2642,237.9995833333,32.94855555556,1140.0,1606.0,y2et0507t,370.9912719727,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,2,unfiltered
BD+33D2642,237.9994883048,32.9486646547,2221.0,3301.0,y2et0503t,50.0,FOS/BL,CALIBRATION;PHOTOMETRIC;,5539,1,unfiltered
WAVE,,,3540.0,9022.0,y26y1l02t,28.0,FOS/BL,,5535,2,unfiltered
ARP102B,259.8106949439,48.98051306341,,,y2bk0203t,270.0,FOS/BL,GALAXY;ELLIPTICAL;RADIO GALAXY;I,5428,1,unfiltered
ARP102B,259.8106004373,48.98047911118,,,y2bk0204t,750.0,FOS/BL,GALAXY;ELLIPTICAL;RADIO GALAXY;I,5428,1,unfiltered
DARK,,,1140.0,1606.0,y2bu1901t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0t02t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0v01t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0t01t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0u01t,460.0,FOS/BL,,5532,2,unfiltered
BD+28D4211,327.7963908768,28.86404655323,3240.0,4822.0,y2cp580ip,199.996887207,FOS/BL,CALIBRATION;PHOTOMETRIC;,5537,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1902t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0v02t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0w01t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu0w02t,460.0,FOS/BL,,5532,2,unfiltered
STAR-072553+603116,111.47125,60.52113888889,,,y2gy0203t,128.0,FOS/BL,CALIBRATION;APERTURE LOCATION;,5531,1,unfiltered
STAR-221342-593216,333.4268333333,-59.53775,,,y2gy0101t,128.0,FOS/BL,CALIBRATION;APERTURE LOCATION;,5531,1,unfiltered
EX-HYA,193.1019997876,-29.24924879091,3240.0,4822.0,y2hd0901t,3.0,FOS/BL,STAR;INTERMEDIATE POLAR;,5674,1,unfiltered
EX-HYA,193.1016272667,-29.24897060741,3240.0,4822.0,y2hd0103t,9.0,FOS/BL,STAR;INTERMEDIATE POLAR;,5674,1,unfiltered
RE1149545+284512,177.4821208333,28.7521,,,y2if0101t,53.08875274658,FOS/BL,STAR;POLAR;,5675,1,unfiltered
PKS1302-102,196.3874793095,-10.55563305896,,,y2ie0f03t,250.0,FOS/BL,GALAXY;QUASAR;LYMAN ALPHA CLOUD;,5664,1,unfiltered
PKS1302-102,196.3875,-10.55566666667,,,y2ie0f01t,6.683906078339,FOS/BL,GALAXY;QUASAR;LYMAN ALPHA CLOUD;,5664,1,unfiltered
DARK,,,1140.0,1606.0,y2bu1301t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1101t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1103t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1401t,460.0,FOS/BL,,5532,2,unfiltered
OJ287,133.7037306902,20.10790880211,,,y2ie0702t,24.0,FOS/BL,GALAXY;BL LAC;LYMAN ALPHA CLOUD;,5664,1,unfiltered
DARK,,,1140.0,1606.0,y2bu1a01t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1903t,460.0,FOS/BL,,5532,2,unfiltered
AKN120,79.04797916667,-0.1498027777778,,,y29e0301t,9.0,FOS/BL,GALAXY;SEYFERT;,5182,1,unfiltered
DARK,,,1140.0,1606.0,y2bu1h01t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1a02t,460.0,FOS/BL,,5532,2,unfiltered
OJ287,133.7037716987,20.10829974719,,,y2ie0704t,250.0,FOS/BL,GALAXY;BL LAC;LYMAN ALPHA CLOUD;,5664,1,unfiltered
DARK,,,1140.0,1606.0,y2bu1b02t,460.0,FOS/BL,,5532,2,unfiltered
DARK,,,1140.0,1606.0,y2bu1c02t,460.0,FOS/BL,,5532,2,unfiltered
DN-DRA,252.107229391,59.05632047368,1573.0,2330.0,y29f0301t,30.0,FOS/BL,STAR;DA;ZZ CETI STAR;,5581,1,unfiltered
DN-DRA,252.1064009653,59.05632596302,1573.0,2330.0,y29f0303t,90.0,FOS/BL,STAR;DA;ZZ CETI STAR;,5581,1,unfiltered
BE381,83.976875,-68.98538888889,,,y2ib0101t,0.6862500309944,FOS/BL,EXT-STAR;WOLF RAYET;OF;IRREGULAR,5702,1,unfiltered
BE381,83.97703410352,-68.9853526936,,,y2ib0102t,22.5,FOS/BL,EXT-STAR;WOLF RAYET;OF;IRREGULAR,5702,1,unfiltered
BR93,84.89127083333,-68.73595555556,,,y2a10101t,0.6000000238419,FOS/BL,EXT-STAR;WOLF RAYET;,5460,1,unfiltered
BR93,84.89161333207,-68.73600878095,,,y2a10102t,75.0,FOS/BL,EXT-STAR;WOLF RAYET;,5460,1,unfiltered
HD269888,84.43665,-69.24044722222,,,y2a10301t,0.6354687213898,FOS/BL,EXT-STAR;WOLF RAYET;,5460,1,unfiltered
WD0104-464,16.7232021375,-46.14834996315,,,y2ac0101t,2.727187633514,FOS/BL,STAR;DA;ZZ CETI STAR;,5314,1,unfiltered
WD0104-464,16.7237875732,-46.14832825623,,,y2ac0102t,50.0,FOS/BL,STAR;DA;ZZ CETI STAR;,5314,1,unfiltered
PK208+33D1-OFFSET,131.72275,17.87936111111,,,y2iw0101t,0.8578124642372,FOS/BL,STAR;PLANETARY NEBULA CENTRAL ST,5690,1,unfiltered
TALED,341.7402669316,17.24417917208,,,y26d0f01t,66.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1500.0,8950.0,y26d0f02t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1140.0,1606.0,y26d0f09t,89.99813079834,FOS/BL,,5530,2,unfiltered
WAVE,,,4574.0,6871.999999999999,y26d0f05t,18.0,FOS/BL,,5530,2,unfiltered
WAVE,,,3240.0,4822.0,y26d0f06t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,2221.0,3301.0,y26d0f07t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,3540.0,9022.0,y26d0h03t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1500.0,8950.0,y26d0j02t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,1140.0,1606.0,y26d0h09p,89.99813079834,FOS/BL,,5530,2,unfiltered
WAVE,,,3540.0,9022.0,y26d0j03t,6.0,FOS/BL,,5530,2,unfiltered
WAVE,,,2221.0,3301.0,y26d0h07p,6.0,FOS/BL,,5530,2,unfiltered
HD22253,54.43452376274,56.73919299717,4574.0,6871.999999999999,y2lt0102t,16.79999923706,FOS/BL,STAR;B0-B2 III-I;;ISM;HI CLOUD;,5459,1,unfiltered
HD161961,267.1533893925,-2.196008343724,4574.0,6871.999999999999,y2lt0403t,300.0,FOS/BL,STAR;B0-B2 III-I;;ISM;HI CLOUD;,5459,1,unfiltered
TALED,241.1518634826,-6.67369721609,,,y2l60103t,120.0,FOS/BL,,5743,1,unfiltered
PLUTO-BL,241.1520630607,-6.673823650921,,,y2l60102t,480.0,FOS/BL,SOLAR SYSTEM;PLANET PLUTO,5743,1,unfiltered
WAVE,,,1140.0,1606.0,y26d0j09t,89.99813079834,FOS/BL,,5530,2,unfiltered
OB8-17,11.03283849342,41.53159757269,,,y2kw0101t,32.72578430176,FOS/BL,EXT-STAR;SUPERGIANT O;,5179,1,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013nt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013mt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013kt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013dt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013ft,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013et,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013gt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013jt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013lt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd013at,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0136t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0137t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0138t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0130t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0135t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012yt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012zt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012xt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012ut,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012tt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012qt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012gt,31.99875068665,FOS/BL,,5534,2,unfiltered
WAVE,,,2221.0,3301.0,y2kd012rt,5409.449707031,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012ft,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012et,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0129t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0128t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0125t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012bt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0121t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011zt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0124t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012kt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011vt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012jt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011xt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011st,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011tt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012st,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011qt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd012ct,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011jt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011ht,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011gt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011wt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011rt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011et,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011dt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011ft,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011kt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0118t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011bt,31.99875068665,FOS/BL,,5534,2,unfiltered
PG1115-FIELD,169.5703483016,7.766475039287,,,y2gy0705t,384.0,FOS/BL,CALIBRATION;APERTURE LOCATION;AS,5531,1,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0119t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0115t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0116t,31.99875068665,FOS/BL,,5534,2,unfiltered
PG1115+080,169.5706125,7.766277777778,,,y2gy0702t,7.272500038147,FOS/BL,CALIBRATION;APERTURE LOCATION;AS,5531,1,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0112t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0113t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd011at,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0111t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010tt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0123t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0114t,31.99875068665,FOS/BL,,5534,2,unfiltered
WAVE,,,2221.0,3301.0,y2kd010xt,5409.449707031,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010ut,31.99875068665,FOS/BL,,5534,2,unfiltered
PG1115-FIELD,169.5703483016,7.766475039287,,,y2gy0706t,119.9945373535,FOS/BL,CALIBRATION;APERTURE LOCATION;AS,5531,1,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010st,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010rt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010vt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010qt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010pt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010ot,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010mt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010jt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010ft,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010at,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010lt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd010gt,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0109t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0106t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0103t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0102t,31.99875068665,FOS/BL,,5534,2,unfiltered
TALED,205.1352516454,70.25790992485,,,y2kd0101t,31.99875068665,FOS/BL,,5534,2,unfiltered
