Name,RA,DEC,z,LogLnu2500,Z_SDSS,L3000_THB21
103907.84+133900.4,159.78266907080308,13.650124709178991,2.887921,30.687535391482953,2.89,45.644248511493466
104556.96+075740.6,161.48734007649287,7.961287719025207,2.144399,30.892049829672438,2.145,45.90421847669772
104120.27+074956.6,160.3344809728429,7.8324136376493705,2.866942,30.907048151360982,2.8689999999999998,45.70419297064021
104046.37+090413.3,160.19322937820743,9.070372360867,2.234506,30.518959881002814,2.238,45.67778816509843
104750.66+133812.7,161.9611078360733,13.636863623848223,2.942768,31.021350633688144,2.948,45.88367481495365
104739.13+134900.1,161.9130447053667,13.816717960032573,2.945121,30.924003636407505,2.948,45.67441457456327
104842.96+143634.6,162.17902745322144,14.609637966609785,2.204709,30.723434966459678,2.204,45.750590688957345
104431.40+141126.2,161.1308601216147,14.190625735124874,2.479385,30.85528358517263,2.483,45.94333884436095
104159.59+144205.7,160.49831899549915,14.70160517979872,2.949331,30.73853937149098,2.945,45.871559092958826
104614.28+151514.4,161.55952326898804,15.254002947828337,2.936556,30.90198389951965,2.932,46.06041298302138
105047.62+144103.0,162.69841954025517,14.68417635657331,2.618209,30.49055501404228,2.616,45.61307241492628
104624.68+100143.9,161.60283492101712,10.02888478856072,2.517996,31.12395561299119,2.515,46.129778235613536
104507.67+105158.4,161.28199546124216,10.866238367929466,2.898253,30.6872636308512,2.8960000000000004,45.68462679027038
104828.89+115611.7,162.12040237897776,11.93659303280043,2.628116,31.248903945641608,2.6319999999999997,46.38436904098963
104821.71+113305.6,162.09049791032504,11.551558601598272,2.830452,31.280860904093053,2.827,46.31622957982306
105257.88+160348.6,163.2411719203621,16.063516943511587,2.98576,31.33337308573801,2.985,46.2227716807639
105255.55+161443.0,163.23147814176275,16.245279442182316,2.330967,30.728108856003793,2.327,45.671495503121356
105101.21+153226.8,162.7550539412403,15.540803595753687,2.833127,31.87102304049958,2.825,46.80301232069002
104735.13+174928.2,161.89638121701194,17.824513054712686,2.058016,31.01159159572579,2.0580000000000003,46.12071610813921
105129.91+112903.0,162.87463643666825,11.484193149865055,2.264088,30.588160902634186,2.27,45.581913235593
104951.16+123726.4,162.46320758714538,12.624009926868546,2.369181,30.68856744030127,2.364,45.731180247763206
105311.39+123516.6,163.2974809516831,12.587955538011,2.948391,31.207162092250442,2.9530000000000003,46.26412660740641
105249.23+132124.4,163.2051287125094,13.356803220720488,2.224106,30.910064527922664,2.227,46.05892833424913
105517.43+080019.5,163.8226421530954,8.005431143233912,2.902101,31.377072805004467,2.889,46.3807340176756
105420.50+080542.0,163.58542181576638,8.095005173884458,2.648836,30.683752891298226,2.648,45.776275016634806
105227.61+072955.7,163.11506235877837,7.498808399980526,2.526772,30.437450329466387,2.526,45.58712758663259
105032.43+071837.7,162.63516009936066,7.310480989575608,2.770397,30.580006778533416,2.7760000000000002,45.71144495946726
105005.33+080103.0,162.52223800102837,8.017518103514055,2.411949,31.046666778874986,2.4019999999999997,46.06068878507191
105125.19+092130.6,162.854989853625,9.358502253299145,2.321184,30.560033726863573,2.319,45.497589710165954
105520.41+140643.9,163.83506305067263,14.112220068826174,2.234502,31.215897902586505,2.2319999999999998,46.191192901476974
105603.68+144009.6,164.0153441297433,14.669335329994984,2.378241,31.071632516250887,2.373,46.09473889871665
105623.59+150416.3,164.09832714186422,15.07120822236256,2.750092,30.813574901293272,2.7489999999999997,45.96009623342787
105455.48+093525.4,163.7311749691428,9.590393612003345,2.655051,30.865396792269358,2.638,45.72890913561344
110210.91+103006.9,165.54549463886025,10.501917055266846,2.25801,30.919822023546637,2.26,45.888984676543394
110444.53+114332.6,166.18555181140948,11.725738833123224,2.124358,30.432016787646596,2.126,45.63222914642109
105838.34+114011.2,164.6597712256627,11.669796934530828,2.408292,30.82907251773284,2.406,46.01143813737086
105744.92+113411.3,164.43717549094458,11.569831185969505,2.178562,30.48668585365131,2.191,45.740873889949675
105650.61+115321.1,164.21089728664913,11.889221914572214,2.650342,31.019794057152183,2.6489999999999996,46.12220882969549
105710.87+120048.9,164.29529450086,12.013584773296516,2.758779,30.635721802034872,2.75,45.66464792750409
105607.39+112457.7,164.0308030876381,11.41603988021393,2.53432,30.37526140241303,2.5,45.5288035788411
105904.68+121024.0,164.76954048482378,12.173341491856668,2.502155,31.832085819753893,2.503,46.83481509956752
105952.57+125856.3,164.9690472490141,12.982320409708738,2.709747,30.760578461220796,2.717,45.80337874841844
105949.30+121225.1,164.95544155186394,12.20697414568572,2.859738,31.437873636479985,2.8680000000000003,46.293581477405425
105807.90+160344.8,164.53295740230982,16.062448548998713,2.65224,30.57118737056669,2.65,45.594137067878904
105716.65+151447.4,164.3193869262169,15.246524541110356,2.598302,30.716072773700375,2.5989999999999998,45.70562071544921
105843.91+172347.8,164.68297183693238,17.396611433829957,2.490725,30.98122864664726,2.489,46.038049772335604
110122.70+164213.3,165.34459626077063,16.703708637235405,2.022633,31.133770635030828,2.02,46.2688034629644
110259.95+164345.2,165.74982605854657,16.729226096077912,2.686486,31.266465022211655,2.687,46.155572517002255
110106.55+075424.7,165.27729243053943,7.906874213525502,2.601728,31.227601534193347,2.6069999999999998,46.04352319019947
110019.67+072544.5,165.0819651576247,7.429029299991474,2.668026,30.910580349927876,2.668,45.64041960536032
105930.02+080813.9,164.87511723915594,8.137208813061005,2.59714,30.935571671901435,2.602,46.049859796069256
105514.51+083257.3,163.81048968584048,8.54926875149887,2.38473,30.482860846197944,2.376,45.870029265738765
110052.62+091439.1,165.21927809145484,9.244200238203813,2.899252,31.26758087894833,2.8960000000000004,46.30239404677761
110221.92+085028.0,165.59133598750117,8.841125435223613,2.075064,30.32723952781118,2.083,45.35277583632814
110358.12+131503.7,165.9922026526449,13.251034933789045,2.002011,30.488167327284415,2.01,45.60073490686714
110124.95+142304.7,165.35399977629967,14.384664109091293,2.549998,30.449139386277942,2.545,45.423493656329384
110324.75+145250.0,165.85315423998802,14.880560449537404,2.487659,30.63646321285958,2.496,45.63738793918168
110359.45+150018.2,165.9977390811996,15.005082647732026,2.198792,30.597350963920903,2.199,45.6643043638003
110549.91+143544.9,166.45799372517627,14.595823514850865,2.309734,30.562403860817604,2.303,45.38590954296742
110214.28+110243.1,165.5595110726342,11.045319068481595,2.522,30.380704030071456,2.522,45.522993181817135
110415.90+111620.9,166.06627083425647,11.272484567881579,2.676911,30.677008488341002,2.69,45.75385001016672
110724.58+110122.4,166.85245065046473,11.022892176891778,2.902691,30.788519226786697,2.8989999999999996,45.616161995487644
111252.45+152123.5,168.2185505371038,15.356529210772612,2.791696,31.966165862725198,2.79,46.815748509125164
110742.67+144257.7,166.9278066003804,14.716054420408373,2.811601,30.590188516440094,2.822,45.65705529951597
110531.41+151215.9,166.3809107818574,15.20442788110013,2.064464,31.14294194532038,2.0669999999999997,46.2206763037856
111043.42+161445.0,167.6809329419296,16.245850227258416,2.24696,30.732481775516334,2.248,45.82950831760142
111353.83+161045.9,168.47431483472602,16.179433831622564,2.145428,30.46835502906231,2.145,45.58898036661719
110923.04+074354.2,167.34601820704688,7.731730945600875,2.792729,30.81842216787149,2.798,45.818971409337905
110824.43+065342.6,167.10180613362496,6.89518656904642,2.987171,30.729380839672437,2.99,45.746208707959134
110436.56+081745.2,166.15235267603973,8.295904795003652,2.664053,31.233018375447024,2.657,46.170115664554295
110704.83+084407.1,166.77016479252796,8.735311043624257,2.699643,30.595492668071316,2.6889999999999996,45.54719986884475
110820.09+084904.8,167.08372483983098,8.818021628690213,2.775462,30.977894447323983,2.7769999999999997,46.01685416144268
110844.22+084523.3,167.18427733455792,8.756485202619942,2.788876,31.180622673034748,2.7889999999999997,46.06593074484688
111208.75+085030.4,168.03647921768592,8.841792186241227,1.874189,30.46258026445215,1.876,45.65666253884966
111044.42+115653.3,167.68509359464653,11.948154837578686,2.95993,30.721458509835266,2.969,45.78150005203734
110907.28+112845.9,167.2803439118571,11.479440011070011,2.382614,30.982085098011908,2.391,46.15454345070702
111032.65+131806.7,167.63606173466655,13.30187399075377,2.745685,31.046212860132947,2.735,45.98626531156227
111545.27+132648.6,168.93865184754512,13.446847800208314,2.410947,30.764631285575483,2.411,45.63793878264664
111559.06+133251.2,168.9961166344655,13.547577292577724,2.564454,30.714231530027014,2.57,45.78992374233004
111006.65+133057.0,167.5277270742424,13.515843806002257,2.20025,30.968725641291634,2.2,46.151279270754365
111041.57+141847.4,167.67321397856404,14.313168192141097,2.20001,30.644080004199367,2.204,45.83030127479229
111442.00+141816.1,168.67501247325242,14.304497436727265,2.584241,31.042302325876186,2.589,45.954853967243324
111616.87+142451.9,169.07031413493567,14.414434983234274,2.180251,30.958489653083625,2.182,46.01474632408327
111222.83+102524.6,168.09513385643226,10.423517351785993,2.710801,30.597098691139053,2.715,45.533797182040665
111313.29+102212.4,168.30537716844964,10.370119638621857,2.259802,31.841418898852126,2.261,46.809956038443644
111504.77+093926.4,168.76991037868987,9.657355903997908,2.645807,30.935484463100117,2.6319999999999997,45.88462746789991
112117.48+144743.3,170.32283922869968,14.795364106088975,2.312208,30.498175873754306,2.305,45.604481307299416
111813.30+150305.0,169.55544782847073,15.051394761826387,2.143098,30.96254067930746,2.146,45.92626521132385
111843.17+142639.8,169.6798996344774,14.444405308133344,2.259919,30.558100040236887,2.26,45.750210029633045
111802.13+160913.8,169.50890224752968,16.15384954872262,2.246442,31.01618420144596,2.245,45.92419109967835
112358.52+114842.1,170.99385304525856,11.811694885917394,2.499334,31.315010763650385,2.498,46.414855882839746
112008.79+103837.3,170.03666141365937,10.64371365007252,2.211764,30.958069339634775,2.214,45.71875836582604
112118.90+120821.6,170.3287913916662,12.139336034692693,2.106685,30.510079583858193,2.11,45.52520450929494
112624.19+081003.9,171.60081146557388,8.16777287035536,2.882106,31.322296155436163,2.875,46.361533760843145
112358.06+073034.7,170.9919567743704,7.509659709888616,2.156655,30.578118817109093,2.154,45.713826314639824
112208.95+065439.7,170.53729542891057,6.911046161049686,2.597192,30.607570330568976,2.5989999999999998,45.83177263876573
112038.57+070306.4,170.16071077993985,7.051783380522098,2.259951,31.152479089350365,2.254,46.254788144055475
111940.31+074622.7,169.91796555935034,7.772998464275139,2.590611,30.90107180459424,2.5810000000000004,45.91189520696668
111902.33+065933.5,169.7597105202355,6.992663869678229,2.45814,30.98817761190631,2.46,45.84655291600333
111818.47+072848.1,169.57699520518037,7.480039189901997,2.222256,30.55251106079333,2.218,45.501958744240866
111632.96+072952.5,169.13733383697172,7.497940585229522,2.564543,30.540878250450234,2.563,45.82819227354986
111858.05+091822.0,169.74187889881426,9.306134334148851,2.146952,30.39472165487539,2.144,45.51687948137238
112511.04+133333.2,171.29601210346948,13.559224164108794,1.720105,30.218627958649947,1.722,45.148252594937226
112358.86+142934.7,170.99526327567182,14.492997819801593,2.318246,31.20712512904595,2.319,46.31979169350718
113530.43+110804.1,173.87680056369422,11.134499317849052,2.713338,30.591604000299434,2.719,45.6168183090697
112822.80+110034.0,172.09500114724503,11.009471159269063,2.863288,31.542426808934238,2.8560000000000003,46.57234473795949
112810.98+103103.3,172.04577875087875,10.517603845144817,2.406936,30.724461877945117,2.405,45.663913367788105
113324.78+150220.0,173.35328151086938,15.038916463563881,2.261146,30.70696319242623,2.263,45.62076206249975
113116.44+144013.5,172.8185212708565,14.670426281204241,2.275036,31.008415634111365,2.275,46.04065493874474
113000.02+144147.1,172.50011217384392,14.696436796905004,2.290877,30.595614814885124,2.29,45.576435129665306
112614.22+152600.3,171.55929042827015,15.43341865635907,2.677783,30.92814936852111,2.6830000000000003,46.04581776042704
112910.01+155239.7,172.29174429094982,15.877720086952234,2.973303,31.06496442085676,2.9730000000000003,46.09753668047074
113301.94+162131.9,173.2580933579749,16.358874144084457,2.806611,31.355685173033585,2.803,46.326954650123135
113539.76+070713.2,173.91568471500798,7.120349098029793,2.45744,30.643412263516126,2.4530000000000003,45.711494887731895
113347.88+063727.8,173.44951094712206,6.62439139495455,2.449927,30.458101365284726,2.45,45.640483490522755
113250.56+062041.2,173.21068309874812,6.344778522012442,2.443101,30.645509000728893,2.454,45.742656810208246
113138.92+065935.8,172.91217933972982,6.993287172834088,2.231352,30.983311478690375,2.2319999999999998,45.999146736465974
113014.88+072251.1,172.56200548647186,7.380883618059492,2.279241,30.672122952551312,2.282,45.65858199640833
112747.74+074859.0,171.94892850466286,7.816403808457133,2.297809,30.67007922397334,2.3,45.645057798674294
113032.88+083212.4,172.63702744582318,8.536783179419707,2.602378,31.139682069975173,2.603,46.26280878807065
113609.66+090155.0,174.04026002218072,9.0319620079202,2.224527,30.863618445765674,2.222,45.86252257346764
113325.30+101004.1,173.35545469871136,10.167823674904922,2.498528,30.771739664890617,2.495,45.70591881458688
113515.77+110305.3,173.8157494637452,11.05148676249515,2.138408,30.670517897635335,2.148,45.859730143830525
114122.62+131510.2,175.34425768186802,13.252845860147689,2.173119,30.718581837642382,2.177,45.657288719609255
113908.82+120656.0,174.78678348954062,12.115574334338277,2.826867,30.65733994976705,2.824,45.70173129559872
113840.02+122017.2,174.666787809173,12.338116054428124,2.380901,31.015298150337046,2.385,46.02447144868002
113748.47+122026.0,174.45199303616062,12.340556889427235,2.518789,30.481444495064352,2.516,45.60617207451614
113413.40+142941.6,173.55585567400445,14.494902126846151,2.777144,31.254383144102448,2.775,46.25037967387902
114058.94+140005.1,175.2456143017923,14.00143622406584,2.418661,30.5708002178242,2.415,45.63897060501378
114549.57+072157.2,176.45654691242237,7.365896805618391,2.326078,30.80124606798841,2.326,45.88054535506272
114340.94+072233.3,175.92060622095516,7.375920446655128,2.747367,30.64285154254312,2.748,45.71243570552449
114052.80+063709.6,175.22001865597508,6.619342095589392,2.202258,30.801807207257795,2.21,45.81054574786643
113930.91+083300.1,174.87880506035648,8.550032175933305,2.395398,31.078951358149723,2.3930000000000002,46.02569885137244
113951.09+082409.5,174.96289543615524,8.40264483169508,2.603457,30.976576376552586,2.612,46.16652282951657
114246.18+144102.5,175.6924455099216,14.684036836193526,2.49123,30.92117528098855,2.495,45.80805174203894
114347.85+155058.7,175.9494047956265,15.849652265162131,2.605794,30.656179001376557,2.6010000000000004,45.74700402180969
114004.41+105538.5,175.01837914050594,10.927376604501498,2.428958,30.891263845571324,2.434,46.06214834296937
114331.93+121840.1,175.8830567973981,12.311150876846217,2.622237,30.9198312061597,2.6310000000000002,45.94829258794619
115053.12+094638.6,177.7213379664925,9.77740364563586,2.243219,31.016565405563917,2.244,46.18418089033149
114747.38+092108.7,176.94744075264714,9.352434745354616,2.173832,31.30264913144751,2.176,46.3241941976922
114415.69+090134.6,176.06541211091456,9.026281789076826,2.136532,30.554518155182237,2.133,45.65196817792123
114229.22+083632.2,175.6217875020859,8.608954152226312,2.176618,30.745193687851433,2.173,45.973149376920325
114136.38+093930.4,175.4015889971833,9.6584553284629,2.146696,30.495268141418414,2.157,45.61609245919553
114115.94+091521.7,175.31641981617543,9.256043306840569,2.612646,31.317066119184098,2.6180000000000003,46.40956686747414
114226.84+095612.4,175.6118506561613,9.936780502304897,2.902778,30.68264383580894,2.865,45.816232907353445
114738.67+131118.5,176.91114772435012,13.188485809316786,2.549565,30.943084741706578,2.545,45.99481738162867
114448.10+122714.7,176.20042635319888,12.454108151547072,2.58857,30.54490355712796,2.595,45.486807150362154
114250.08+135741.1,175.70870598932072,13.961440908799426,2.980761,30.71892385131396,2.989,45.84270174184259
114719.24+142737.5,176.83019722305187,14.460433582067713,2.246225,30.92640614099549,2.255,46.03422788050742
114951.50+135123.4,177.46459160267258,13.856527652838988,2.50172,30.87306875025147,2.499,45.860330162250456
115139.55+141640.6,177.91481173817937,14.277951175229285,2.240034,30.7212194419458,2.237,45.76798016570104
115142.33+080515.4,177.92640840871795,8.087617744580479,2.748637,30.92909553892784,2.7489999999999997,46.04239645871695
115007.08+075943.7,177.5295363988522,7.995491988752495,2.515115,30.760974074840263,2.5069999999999997,45.80629405754385
114845.96+080516.3,177.19150277693194,8.087887929704692,2.184367,30.722267263553576,2.185,45.95279448968188
114832.37+074923.4,177.13488532139854,7.823184094954499,2.538447,30.953139085909022,2.548,46.16563400645366
115053.30+085135.5,177.72209729947014,8.859864990973305,2.528208,31.083569645747126,2.522,46.03364263566552
115419.76+084336.8,178.58237394918822,8.726889236089537,2.984509,31.140138546234006,2.995,46.54149745686498
114716.02+154750.7,176.81675529022863,15.797421951190367,2.559134,30.734870561353986,2.5580000000000003,45.88657857782902
114800.62+162238.2,177.00260692042028,16.377279820257982,2.284968,30.50193994373209,2.286,45.61310634324097
115051.72+155431.4,177.71550780216182,15.90872665262222,2.634778,31.419759495803696,2.633,46.35632825396279
115508.21+162108.6,178.78421689765685,16.352410708905687,2.529711,30.849339739057207,2.53,45.827323927102704
115531.67+162039.0,178.88198127488724,16.344191030286037,2.45076,30.56605654211164,2.45,45.967243897311775
115520.53+155740.7,178.83556989974926,15.961318600794295,2.124425,31.22412590517937,2.123,46.19890364823232
115423.59+101830.6,178.59832203110744,10.308527174790113,2.953117,31.449364198027062,2.95,46.42311418064179
115144.87+103953.7,177.9369966156852,10.664943446432943,2.667742,31.077512364784226,2.6660000000000004,46.05105125032809
115949.88+082803.2,179.95783629696393,8.467567209332367,2.72325,31.037138421227404,2.7119999999999997,46.19412890900494
120055.57+084257.8,180.2315683084149,8.716066479692536,2.708004,30.320521553478187,2.7119999999999997,45.67027984180069
115811.34+081903.3,179.54727005145725,8.317589475786644,2.957775,31.00273642622355,2.947,46.177150977197286
115720.84+092508.0,179.3368412560769,9.418906031144015,2.607867,30.737987480018383,2.611,45.80540167033777
115540.23+091428.0,178.91765505901398,9.24112933421569,2.613612,30.684865992858207,2.5980000000000003,45.83151401689102
115640.23+100812.6,179.1676436982885,10.136840210892613,2.461479,30.787860407526487,2.461,45.7472362074539
115946.25+131103.1,179.9427363905132,13.184203090072955,2.387437,30.939668542409656,2.38,45.93058231822271
115451.11+131500.6,178.7129767560624,13.250171843315925,2.806,30.978772393707978,2.806,46.02221045323762
115325.46+122109.2,178.3561061117889,12.352559358345413,2.580861,30.980055449944132,2.574,45.93401582129354
115422.09+140309.6,178.59205510893284,14.052680184444597,2.548428,30.993774463337488,2.548,46.06817548566533
115428.30+141004.2,178.61793757543964,14.167856106870241,2.6852,30.69774706409241,2.678,45.73218337819015
120125.14+140134.3,180.3547598340735,14.026208938813172,2.457497,31.363675310128542,2.455,46.46529662850828
115835.96+155130.2,179.6498411236596,15.85839601479377,2.540145,30.41873777228249,2.54,45.56717603372363
120412.52+150813.6,181.0521674926129,15.137136973889733,2.776392,31.446723993700225,2.784,46.468688671643676
120033.82+102916.4,180.14093794777938,10.487903705466566,2.258259,30.736335864406342,2.267,45.66175588923629
120037.49+103053.3,180.1562277915564,10.514824601773098,2.742061,30.804212283361778,2.74,45.79277028453758
120440.05+113104.1,181.16690882027928,11.51781319721868,2.80833,31.07096906108241,2.8089999999999997,46.17220485701926
120518.14+112428.9,181.32560110269608,11.408055511795244,2.747934,30.707538146087224,2.7510000000000003,45.84796328092961
120719.42+074105.3,181.83092391023968,7.6848325161454705,2.513568,30.882231333832983,2.52,45.75808326292773
120232.57+074858.7,180.6357122831453,7.8163203430756365,2.173072,31.30329090912042,2.1790000000000003,46.30955519201931
120015.79+070753.3,180.0658308135051,7.131490964405682,2.920286,30.85417669530714,2.9210000000000003,45.67708525189583
120201.25+091945.0,180.50523722396,9.329182512985518,2.125996,30.882303533593152,2.126,46.05068703977507
120608.95+081851.0,181.5372954622961,8.314189908142726,2.37349,31.06353931786267,2.385,46.18522658873798
120308.83+120928.1,180.78682354955086,12.157823675198019,2.499411,30.768797959182734,2.501,45.75854579427356
121016.40+091327.3,182.56835150219,9.224275458381717,2.613724,30.472416776962888,2.625,45.45357128909056
120625.03+095447.9,181.60431310293225,9.91332167377906,2.509722,30.35401352740253,2.509,45.47027481902708
120801.62+100753.6,182.0067828280643,10.13157626382383,2.966164,30.52865423611528,2.957,45.6213612256716
120822.16+094913.3,182.09237377430816,9.820378863887427,2.850451,30.933856874379615,2.845,46.00793673646804
120931.27+105202.4,182.38031901154042,10.867333889551027,2.129089,30.591627045592098,2.124,45.71819874495251
121127.81+101452.5,182.8659132300048,10.247920653061213,2.558214,30.679689610691867,2.5580000000000003,45.71929769832833
121348.89+100020.8,183.45371489871616,10.00578991572548,2.873516,31.262002325458177,2.875,46.31195391485639
120837.37+161051.9,182.15572773445854,16.181086417906975,2.386933,30.788316983037028,2.391,45.86676198024741
121152.82+152025.3,182.97008518618085,15.340366294659312,2.404306,30.599256352534717,2.401,45.66514825955013
121657.00+152712.6,184.23750168858174,15.453522990298767,2.320163,30.98948410596742,2.316,46.20472442786503
121232.37+075135.5,183.1348951376718,7.859877858496714,2.71478,30.746992963966775,2.708,45.693327484462394
121128.22+070220.0,182.86760774580227,7.038915365357734,2.31749,30.823209426403977,2.323,45.75753764157156
121136.69+070216.7,182.9029103453717,7.037978949289327,2.595243,30.59148641643587,2.59,45.50246171545051
121035.06+074840.8,182.64609505952373,7.811348089422822,2.503817,30.282087382006672,2.5,45.51203079882533
121030.97+072228.9,182.62906059667347,7.374700741740727,2.611913,30.993625379495434,2.609,45.83579906813921
121016.17+081331.5,182.56737904928062,8.225433180301536,2.182726,31.16174934946391,2.182,46.037466840680096
121109.75+083727.2,182.79065665293598,8.624236945786128,2.377258,31.07238340145274,2.378,45.93652153147321
121419.67+081408.9,183.58199292490553,8.235810996256491,2.094168,30.586755385189804,2.106,45.6323137548267
121737.38+081623.1,184.40577413881482,8.273084437435148,2.600671,30.882027126318583,2.595,46.01742178413083
120920.30+105338.4,182.33459697665748,10.894003262854268,2.529386,30.88002115659055,2.528,45.9929621550605
121130.97+141321.3,182.87906353137592,14.222602737766518,2.93155,31.469415808873563,2.93,46.63766427048135
121137.93+133431.6,182.9080479517969,13.575448660847751,2.874234,30.821898874428854,2.8760000000000003,45.787468183116765
121601.54+140113.0,184.00641914301292,14.020292953907195,2.960809,31.00624859275463,2.97,45.827337909900564
122024.65+134804.4,185.10272843629602,13.801236851975874,2.580681,30.962546841424988,2.573,46.00579421023521
122431.39+091620.2,186.1308118338007,9.27228647119122,2.647434,30.856242049004962,2.636,46.01363453600236
122001.73+082413.4,185.00724266525899,8.403723777750468,2.494467,30.869766310022143,2.492,45.94941739463016
121822.83+083157.0,184.5951388199221,8.532527528267725,2.638755,31.042749364210763,2.637,45.85541824445292
121524.60+091804.8,183.852511648662,9.301344423963373,2.874606,31.19096443826713,2.8739999999999997,46.268460449910755
121538.81+095844.9,183.91174857158126,9.97915582004858,2.532855,31.368197790984233,2.539,46.3672743534961
121617.82+101230.8,184.07426273284503,10.208566902310595,2.359537,30.50410498930451,2.364,45.58918114754534
121811.90+094638.7,184.54960424871035,9.777430887070462,2.509401,31.467987106361043,2.506,46.41975470596407
121828.96+095143.8,184.6206803947493,9.862185716385504,2.753232,30.809543720448936,2.735,45.77486332360328
122006.71+093652.5,185.02797179586486,9.614604922928178,2.201069,30.921877487271594,2.2030000000000003,45.89736190773605
122035.10+104624.6,185.14627857070062,10.773507106342663,2.518035,30.18749163991592,2.511,45.364520769779695
122127.82+101448.3,185.36594805001306,10.246773952944736,2.576364,30.889812576416873,2.574,46.08749146799186
122436.30+081912.7,186.1512559155961,8.320206224584064,2.447442,30.801848245020864,2.4459999999999997,45.82028378690303
122509.84+075943.3,186.29103551735557,7.99537404605499,2.694867,30.77491352123942,2.68,45.836931093444775
122028.66+142550.0,185.1194238448444,14.430566812161045,2.771851,30.844627306788823,2.762,46.003650331809624
122020.24+155630.4,185.0843425960777,15.941803414753318,2.644941,30.417620279810237,2.6519999999999997,45.54631620449487
122330.87+152127.1,185.87865914220254,15.357548905855275,2.771665,31.017967155947808,2.77,45.75473094252629
122417.90+162207.1,186.07459677076562,16.368665026018547,2.516164,30.433349736805887,2.52,45.426665379701106
122436.78+161806.0,186.15325543701343,16.30166759914556,2.182172,30.823306016253994,2.187,45.807239160387766
122112.58+105513.8,185.30245278886105,10.920512565673775,2.928417,30.95238261022348,2.91,45.69677108521598
122032.52+112351.0,185.1355277742249,11.397508900685489,2.56915,30.215556874734197,2.56,45.660273842424395
121733.77+120228.0,184.39074512209385,12.041133627899615,2.571613,30.277520554598034,2.565,45.54903436676586
121804.88+120745.6,184.5203482817308,12.129351915665493,2.541806,30.713074496894855,2.539,46.03642750512785
121855.92+121651.3,184.73299997397166,12.280917721497927,2.18532,30.59130117930983,2.181,45.77478884134186
122126.33+113012.9,185.35971855583642,11.503586376937413,2.822123,30.486247184880796,2.825,45.78238995035443
122545.90+120726.2,186.4412591810189,12.123970365043235,2.4658,30.736661154335657,2.468,45.88578532363046
122600.20+114642.3,186.50086178266503,11.778419864712285,2.213035,30.986472729894494,2.217,45.926390605138494
122445.78+131318.1,186.19078716540162,13.221710846321699,1.735444,30.372241138939273,1.733,45.391550551387056
122422.95+134227.0,186.0956493501145,13.707525821406234,2.448715,31.184241399883952,2.4459999999999997,46.31487613601655
122814.89+142826.2,187.0620660955318,14.473970829893956,2.694152,30.45634431486343,2.6860000000000004,45.20108805842758
123315.82+090256.8,188.3159261301529,9.049138064825254,2.635558,30.57830389549624,2.6310000000000002,45.51725894830464
122927.91+094230.3,187.3663113619709,9.708435664049066,2.22495,30.605982677994213,2.224,45.80033764363123
122417.78+090212.6,186.07411546025642,9.036846884610103,2.390068,30.62203140792962,2.3930000000000002,45.91499999211241
122436.64+095255.9,186.15269339963515,9.882218218129763,2.906967,30.582081187201823,2.9019999999999997,45.53691050417463
122404.80+104218.2,186.0200173039791,10.705062306953453,2.663236,30.341436324886864,2.656,45.592992906710016
122829.58+104501.3,187.1232787331043,10.750366622512898,2.328564,30.858881862769685,2.33,45.85034421340327
123158.51+065940.2,187.99379821820423,6.99451747411662,2.971168,31.321111537814126,2.978,46.4348769359156
123133.00+063743.8,187.8875090544452,6.628849343166455,2.437333,31.036623407633435,2.447,46.20019283282743
122842.27+082220.1,187.17614498286827,8.372255167340986,2.807509,31.365893765745795,2.825,46.46142367718042
122858.13+080205.7,187.2422311936715,8.034917984746523,2.276661,30.597203432550472,2.27,45.75246087744372
123634.21+080020.6,189.14254695421482,8.005728800927532,2.1254,30.41355157538598,2.146,45.60470835613004
123355.22+103926.4,188.48010366493827,10.65733460722834,2.621616,31.33035220819346,2.613,46.48362141067281
123338.36+120103.9,188.4098512618201,12.017776999044022,2.591822,30.9999851511652,2.5869999999999997,46.1097476727537
123214.44+112353.7,188.06017989858998,11.398250908486302,2.385001,31.203598926449956,2.385,46.29892660014705
123334.65+130132.9,188.39437792668326,13.025826177524907,2.525262,31.10740177128943,2.5340000000000003,46.220192637875236
123502.98+151913.7,188.76242542775987,15.320495687128297,2.824987,30.70506563898543,2.821,45.789758187336744
123020.60+145253.4,187.5858592010519,14.881520787348325,2.277104,30.923161432152646,2.278,45.95817942803829
122828.97+155422.5,187.12073735528145,15.906257382916674,2.259787,31.302437441571016,2.258,46.2221120578226
122909.51+162238.1,187.28965750229264,16.377272309650102,2.250789,31.21375092011914,2.254,46.25752099132572
124206.30+131841.3,190.5262501807377,13.311480891556512,2.12965,31.32682341630464,2.131,46.48127582623185
124140.08+131746.1,190.41701325756264,13.29614094839244,2.130145,31.099015169034764,2.13,46.21871114194068
124015.38+131651.4,190.06409450081776,13.280956876079767,2.575084,30.759639238464736,2.5810000000000004,45.77698571830475
123532.79+145955.7,188.8866554783397,14.998813814005803,2.912399,30.707206984963904,2.9189999999999996,45.53129521074001
123641.18+150258.7,189.17161159738515,15.049652096018319,2.620554,30.615683299634412,2.625,45.89696179593257
123706.97+145029.6,189.2790778649776,14.84156865867072,2.802895,30.872076731767223,2.81,45.833057984077726
123736.42+143640.1,189.40176013457847,14.611156244846372,2.703359,31.477820974136208,2.7060000000000004,46.48117515082658
