object_name,spec_name,redshift,CIV_blueshift,CIV_EW,f2500,components_used,manual_masking_applied,forced_components
LBQS0017+0209_FOS,LBQS0017+0209_FOS,0.4021788710946813,2261.3070191289908,16.673401490694722,1.1016388262652466,,False,False
LBQS1132-0302_FOS,LBQS1132-0302_FOS,0.236,1712.3357513488445,13.88944384044357,0.5424096548324777,,False,False
LBQS1138+0204_FOS,LBQS1138+0204_FOS,0.3819158249060606,1093.5475127139648,7.231375717678486,0.43578852672357954,,False,False
LBQS1144-0115_FOS,LBQS1144-0115_FOS,0.3820187531289211,-217.00183287294783,24.604948742058586,0.42409579853936413,,False,False
LBQS1230+0947_FOS,LBQS1230+0947_FOS,0.4159893726063489,-147.88187004671502,31.791483853691112,0.43349661127959843,,False,False
LBQS1317-0142_FOS,LBQS1317-0142_FOS,0.225,1299.9586958205564,36.89403724747195,0.5440027755460357,,False,False
LEDA 10293_COS,LEDA 10293_COS,0.102,473.48142602680343,38.60362906687398,0.3367921035257688,,False,False
LEDA 138607_COS,LEDA 138607_COS,0.0804266222243994,9574.141002142673,0.0,0.24687575581691482,,False,False
LEDA 1440438_COS,LEDA 1440438_COS,0.1422236107727236,59.38121176138286,196.43969036884803,0.4817148195079431,,False,False
LEDA 1771917_COS,LEDA 1771917_COS,0.04,955.8690657511149,0.8439402319463103,1.1976972779066601,,False,False
LEDA 1790_FOS,LEDA 1790_FOS,0.1451,59.38121176138286,18.366229934557953,0.6869369353010245,,False,False
LEDA 2149945_COS,LEDA 2149945_COS,0.2059008465834214,-493.63657485092835,101.55784842982814,0.8400240032130991,,False,False
LEDA 2149945_FOS,LEDA 2149945_FOS,0.2059008465834214,197.48560807496355,50.83692827261757,0.899184337773907,,False,False
LEDA 2816068_COS,LEDA 2816068_COS,0.1218034353514376,404.4969925394556,17.30974715646762,0.4339730613921331,,False,False
LEDA 29208_COS,LEDA 29208_COS,0.1612385044965225,1093.5475127139648,17.075906348378428,0.35722337962481987,,False,False
LEDA 3095439_COS,LEDA 3095439_COS,0.12,-1255.698686010786,95.72190753893244,0.2996605995767136,,False,False
LEDA 3095485_STIS,LEDA 3095485_STIS,0.062817,335.5125590520637,29.591143843269094,0.4775961751333451,,False,False
LEDA 3095555_COS,LEDA 3095555_COS,0.1337249806307565,-701.286883341517,128.2599853483365,0.46314810852970706,,False,False
LEDA 3095876_COS,LEDA 3095876_COS,0.1772697001326776,1368.7301546325386,24.0498082571123,2.4208576112554314,,False,False
LEDA 3095898_COS,LEDA 3095898_COS,0.1393702916149249,128.44309058521125,41.82333442262428,0.37298187623811946,,False,False
LEDA 3096080_COS,LEDA 3096080_COS,0.1291216814377574,197.48560807496355,63.48154904106088,0.6494964394313754,,False,False
LEDA 3237_COS,LEDA 3237_COS,0.1543,-839.7978676717526,394.8232223303286,0.6845545729665031,,False,False
LEDA 3237_FOS,LEDA 3237_FOS,0.1543,404.4969925394556,94.6919115970327,0.570059184003495,,False,False
LEDA 34449_FOS,LEDA 34449_FOS,0.1436504058603245,-217.00183287294783,67.83373883010245,0.9234247235851414,,False,False
LEDA 34570_COS,LEDA 34570_COS,0.1542077342911927,59.38121176138286,26.803524309101146,0.4080037177921442,,False,False
LEDA 34570_FOS,LEDA 34570_FOS,0.1542077342911927,818.1325347858609,17.936209760713794,1.0669310285754368,,False,False
LEDA 38224_COS,LEDA 38224_COS,0.1653512357998014,611.3922089991388,589.3152094753945,0.5253100925699429,,False,False
LEDA 38224_FOS,LEDA 38224_FOS,0.1653512357998014,-9.680667062489581,717.791005733917,1.3119818700490187,,False,False
LEDA 45656_COS,LEDA 45656_COS,0.1544022990126218,473.48142602680343,56.068360137855514,0.49718719076552675,,False,False
LEDA 45656_FOS,LEDA 45656_FOS,0.1544022990126218,-562.8339830136417,82.26748690912592,0.5710789251872046,,False,False
